ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
6882,0,0,57,0,-57
6883,1,0,12,0,-12
6884,1,0,6,0,-6
6885,1,0,16,0,-16
6886,1,0,17,0,-17
6887,1,0,29,0,-29
6888,1,0,32,0,-32
6889,1,1,304,1261,957
6890,1,0,33,0,-33
6891,1,1,577,1251,674
6892,0,0,38,0,-38
6893,0,0,214,0,-214
6894,1,1,400,1446,1046
6895,1,0,53,0,-53
6896,1,1,468,1244,776
6897,1,0,50,0,-50
6898,1,1,720,1354,634
6899,1,0,11,0,-11
6900,1,0,25,0,-25
6901,0,0,1,0,-1
6902,0,0,0,0,0
6903,1,0,27,0,-27
6904,1,0,5,0,-5
6905,0,0,74,0,-74
6906,1,0,1,0,-1
6907,1,1,1503,1295,-208
6908,1,1,860,1519,659
6909,1,0,16,0,-16
6910,1,1,939,1634,695
6911,1,1,1043,1315,272
6912,1,0,8,0,-8
6913,0,0,33,0,-33
6914,1,0,14,0,-14
6915,1,1,689,1538,849
6916,1,1,199,1648,1449
6917,1,1,1051,1273,222
6918,1,1,951,1356,405
6919,0,0,124,0,-124
6920,0,0,22,0,-22
6921,0,0,62,0,-62
6922,1,0,49,0,-49
6923,0,0,0,0,0
6924,1,1,72,1402,1330
6925,1,1,129,2224,2095
6926,1,1,83,1398,1315
6927,1,0,13,0,-13
6928,0,0,9,0,-9
6929,0,0,93,0,-93
6930,1,1,927,1422,495
6931,1,0,3,0,-3
6932,1,1,692,1320,628
6933,1,0,49,0,-49
6934,1,0,3,0,-3
6935,1,0,33,0,-33
6936,0,0,12,0,-12
6937,1,1,766,1242,476
6938,0,0,39,0,-39
6939,1,0,37,0,-37
6940,1,1,911,1240,329
6941,0,0,24,0,-24
6942,1,1,742,1280,538
6943,0,0,39,0,-39
6944,1,0,62,0,-62
6945,1,0,17,0,-17
6946,0,0,20,0,-20
6947,0,0,133,0,-133
6948,1,1,863,1769,906
6949,0,0,48,0,-48
6950,1,0,24,0,-24
6951,1,1,70,1344,1274
6952,0,0,58,0,-58
6953,1,1,400,1405,1005
6954,0,0,14,0,-14
6955,1,0,8,0,-8
6956,1,1,224,2357,2133
6957,1,0,5,0,-5
6958,0,0,6,0,-6
6959,1,1,433,1328,895
6960,0,0,1,0,-1
6961,0,0,72,0,-72
6962,1,1,1123,1271,148
6963,0,0,36,0,-36
6964,0,0,4,0,-4
6965,1,0,64,0,-64
6966,0,0,13,0,-13
6967,0,0,14,0,-14
6968,1,0,22,0,-22
6969,0,0,15,0,-15
6970,1,1,475,1282,807
6971,0,0,66,0,-66
6972,1,1,2420,1272,-1148
6973,1,1,834,1402,568
6974,1,1,542,1366,824
6975,1,1,186,1331,1145
6976,1,1,100,1547,1447
6977,0,0,21,0,-21
6978,0,0,35,0,-35
6979,0,0,45,0,-45
6980,1,0,58,0,-58
6981,1,1,215,3059,2844
6982,1,0,65,0,-65
6983,1,1,681,1309,628
6984,0,0,7,0,-7
6985,1,0,21,0,-21
6986,0,0,41,0,-41
6987,1,1,231,1272,1041
6988,1,1,1131,1654,523
6989,0,0,10,0,-10
6990,0,0,12,0,-12
6991,0,0,80,0,-80
6992,0,0,95,0,-95
6993,0,0,38,0,-38
6994,1,0,135,0,-135
6995,0,0,66,0,-66
6996,1,0,44,0,-44
6997,1,0,55,0,-55
6998,1,1,221,1610,1389
6999,0,0,2,0,-2
7000,1,0,74,0,-74
7001,1,0,27,0,-27
7002,1,1,803,1449,646
7003,0,0,8,0,-8
7004,0,0,62,0,-62
7005,0,0,113,0,-113
7006,1,0,12,0,-12
7007,1,1,550,1340,790
7008,1,0,46,0,-46
7009,1,0,103,0,-103
7010,1,1,3488,1283,-2205
7011,1,0,0,0,0
7012,0,0,150,0,-150
7013,0,0,19,0,-19
7014,0,0,6,0,-6
7015,1,0,8,0,-8
7016,0,0,5,0,-5
7017,1,0,1,0,-1
7018,1,0,84,0,-84
7019,1,0,54,0,-54
7020,1,0,36,0,-36
7021,0,0,61,0,-61
7022,1,1,327,2045,1718
7023,1,0,3,0,-3
7024,1,1,355,1456,1101
7025,0,0,107,0,-107
7026,0,0,47,0,-47
7027,0,0,8,0,-8
7028,1,0,66,0,-66
7029,0,0,57,0,-57
7030,1,1,2449,1374,-1075
7031,1,1,1789,1586,-203
7032,0,0,8,0,-8
7033,0,0,29,0,-29
7034,0,0,57,0,-57
7035,1,0,79,0,-79
7036,0,0,36,0,-36
7037,1,1,243,1471,1228
7038,1,1,782,1764,982
7039,0,0,110,0,-110
7040,1,0,136,0,-136
7041,1,0,32,0,-32
7042,1,0,51,0,-51
7043,1,0,169,0,-169
7044,0,0,12,0,-12
7045,1,0,31,0,-31
7046,1,1,171,1829,1658
7047,0,0,41,0,-41
7048,1,1,124,1834,1710
7049,0,0,72,0,-72
7050,0,0,10,0,-10
7051,1,0,116,0,-116
7052,1,1,589,1348,759
7053,0,0,125,0,-125
7054,1,1,1396,1672,276
7055,1,1,862,1384,522
7056,0,0,43,0,-43
7057,1,1,355,1358,1003
7058,1,0,64,0,-64
7059,0,0,48,0,-48
7060,0,0,15,0,-15
7061,1,0,38,0,-38
7062,0,0,4,0,-4
7063,1,0,89,0,-89
7064,0,0,85,0,-85
7065,1,0,18,0,-18
7066,0,0,25,0,-25
7067,0,0,1,0,-1
7068,1,1,770,2457,1687
7069,1,1,886,1933,1047
7070,1,1,413,1235,822
7071,1,0,12,0,-12
7072,1,0,124,0,-124
7073,1,0,24,0,-24
7074,1,1,101,1317,1216
7075,1,1,457,2151,1694
7076,1,1,831,1441,610
7077,1,0,120,0,-120
7078,1,1,299,1265,966
7079,1,1,1630,1726,96
7080,1,1,201,3025,2824
7081,1,0,48,0,-48
7082,0,0,49,0,-49
7083,0,0,15,0,-15
7084,1,0,9,0,-9
7085,0,0,15,0,-15
7086,0,0,10,0,-10
7087,0,0,26,0,-26
7088,1,0,51,0,-51
7089,0,0,308,0,-308
7090,1,0,31,0,-31
7091,0,0,13,0,-13
7092,1,1,1133,1467,334
7093,1,1,257,1834,1577
7094,0,0,154,0,-154
7095,0,0,47,0,-47
7096,1,0,38,0,-38
7097,0,0,23,0,-23
7098,0,0,26,0,-26
7099,0,0,23,0,-23
7100,0,0,35,0,-35
7101,1,0,44,0,-44
7102,0,0,30,0,-30
7103,1,1,351,1745,1394
7104,1,0,80,0,-80
7105,1,1,205,1776,1571
7106,0,0,7,0,-7
7107,0,0,55,0,-55
7108,1,1,375,1429,1054
7109,0,0,44,0,-44
7110,1,0,36,0,-36
7111,0,0,29,0,-29
7112,0,0,21,0,-21
7113,1,0,78,0,-78
7114,0,0,70,0,-70
7115,1,1,1353,1685,332
7116,0,0,15,0,-15
7117,1,0,118,0,-118
7118,1,1,2056,1316,-740
7119,1,1,161,1414,1253
7120,1,1,9,1485,1476
7121,1,0,29,0,-29
7122,1,0,38,0,-38
7123,1,1,82,1293,1211
7124,1,0,106,0,-106
7125,0,0,185,0,-185
7126,0,0,5,0,-5
7127,0,0,14,0,-14
7128,0,0,72,0,-72
7129,1,1,238,1334,1096
7130,0,0,68,0,-68
7131,1,0,6,0,-6
7132,1,0,18,0,-18
7133,1,1,57,2763,2706
7134,1,0,41,0,-41
7135,0,0,18,0,-18
7136,0,0,5,0,-5
7137,1,0,29,0,-29
7138,1,1,529,1400,871
7139,1,1,204,1482,1278
7140,1,1,62,1420,1358
7141,1,1,1601,1448,-153
7142,1,0,2,0,-2
7143,1,0,1,0,-1
7144,1,1,775,1600,825
7145,0,0,56,0,-56
7146,1,0,12,0,-12
7147,0,0,42,0,-42
7148,0,0,35,0,-35
7149,1,1,394,1291,897
7150,0,0,68,0,-68
7151,1,1,591,1732,1141
7152,1,0,88,0,-88
7153,1,1,174,1474,1300
7154,1,1,311,2461,2150
7155,1,0,98,0,-98
7156,1,0,8,0,-8
7157,1,1,102,2014,1912
7158,1,1,751,1389,638
7159,1,1,235,4417,4182
7160,1,0,14,0,-14
7161,1,1,1372,2147,775
7162,1,0,26,0,-26
7163,0,0,10,0,-10
7164,0,0,1,0,-1
7165,0,0,84,0,-84
7166,0,0,5,0,-5
7167,1,0,65,0,-65
7168,0,0,10,0,-10
7169,0,0,10,0,-10
7170,0,0,125,0,-125
7171,1,1,300,1252,952
7172,1,0,6,0,-6
7173,1,1,36,1384,1348
7174,1,0,20,0,-20
7175,0,0,41,0,-41
7176,1,0,12,0,-12
7177,0,0,29,0,-29
7178,1,1,272,1445,1173
7179,0,0,68,0,-68
7180,1,1,643,1359,716
7181,0,0,23,0,-23
7182,0,0,23,0,-23
7183,1,0,10,0,-10
7184,1,1,966,1374,408
7185,1,1,1966,1375,-591
7186,1,1,1149,1320,171
7187,1,0,71,0,-71
7188,1,1,124,1554,1430
7189,1,0,159,0,-159
7190,0,0,23,0,-23
7191,1,1,411,1463,1052
7192,1,0,10,0,-10
7193,1,1,272,1355,1083
7194,1,0,64,0,-64
7195,0,0,8,0,-8
7196,0,0,175,0,-175
7197,1,1,681,1397,716
7198,0,0,286,0,-286
7199,1,1,307,1545,1238
7200,0,0,7,0,-7
7201,0,0,129,0,-129
7202,0,0,26,0,-26
7203,1,1,1902,2004,102
7204,1,0,29,0,-29
7205,1,1,573,2095,1522
7206,1,1,462,1287,825
7207,1,1,55,1746,1691
7208,1,1,675,1529,854
7209,0,0,29,0,-29
7210,1,1,23,1237,1214
7211,1,1,175,1384,1209
7212,1,0,40,0,-40
7213,1,1,1053,1321,268
7214,1,0,61,0,-61
7215,0,0,17,0,-17
7216,0,0,11,0,-11
7217,1,0,33,0,-33
7218,1,0,40,0,-40
7219,1,0,1,0,-1
7220,0,0,6,0,-6
7221,1,0,43,0,-43
7222,1,0,6,0,-6
7223,1,0,70,0,-70
7224,1,0,32,0,-32
7225,1,0,0,0,0
7226,1,1,951,1287,336
7227,1,0,65,0,-65
7228,1,1,109,1348,1239
7229,1,1,189,2365,2176
7230,1,0,0,0,0
7231,1,1,713,1382,669
7232,1,1,751,2015,1264
7233,1,1,456,3654,3198
7234,1,1,247,1776,1529
7235,1,0,6,0,-6
7236,0,0,31,0,-31
7237,1,0,31,0,-31
7238,1,0,82,0,-82
7239,0,0,10,0,-10
7240,0,0,13,0,-13
7241,1,1,191,2742,2551
7242,1,0,110,0,-110
7243,0,0,16,0,-16
7244,1,1,224,2175,1951
7245,1,0,108,0,-108
7246,1,1,767,1382,615
7247,1,1,161,1329,1168
7248,0,0,142,0,-142
7249,0,0,115,0,-115
7250,1,0,58,0,-58
7251,1,1,490,1311,821
7252,0,0,53,0,-53
7253,1,1,601,2183,1582
7254,1,0,7,0,-7
7255,0,0,90,0,-90
7256,0,0,30,0,-30
7257,0,0,48,0,-48
7258,1,0,58,0,-58
7259,0,0,18,0,-18
7260,1,1,401,1677,1276
7261,0,0,52,0,-52
7262,1,0,28,0,-28
7263,0,0,3,0,-3
7264,1,0,38,0,-38
7265,0,0,100,0,-100
7266,1,1,239,1394,1155
7267,1,0,1,0,-1
7268,0,0,70,0,-70
7269,1,1,1229,1589,360
7270,1,1,357,1760,1403
7271,1,0,43,0,-43
7272,1,0,16,0,-16
7273,1,0,40,0,-40
7274,0,0,21,0,-21
7275,1,1,337,1807,1470
7276,1,1,1323,1292,-31
7277,1,1,233,1566,1333
7278,1,1,297,1406,1109
7279,0,0,14,0,-14
7280,0,0,99,0,-99
7281,1,1,232,2063,1831
7282,0,0,56,0,-56
7283,0,0,4,0,-4
7284,1,1,92,1414,1322
7285,0,0,12,0,-12
7286,0,0,53,0,-53
7287,0,0,14,0,-14
7288,0,0,50,0,-50
7289,1,1,322,1319,997
7290,0,0,35,0,-35
7291,0,0,81,0,-81
7292,1,1,159,1236,1077
7293,1,0,24,0,-24
7294,0,0,17,0,-17
7295,1,0,40,0,-40
7296,1,1,168,1795,1627
7297,0,0,10,0,-10
7298,0,0,16,0,-16
7299,1,0,60,0,-60
7300,0,0,29,0,-29
7301,0,0,5,0,-5
7302,0,0,119,0,-119
7303,0,0,10,0,-10
7304,0,0,30,0,-30
7305,0,0,25,0,-25
7306,0,0,9,0,-9
7307,0,0,46,0,-46
7308,0,0,142,0,-142
7309,1,0,223,0,-223
7310,1,0,104,0,-104
7311,0,0,8,0,-8
7312,0,0,71,0,-71
7313,1,0,3,0,-3
7314,0,0,120,0,-120
7315,1,1,383,1334,951
7316,1,1,410,1650,1240
7317,1,0,19,0,-19
7318,1,0,25,0,-25
7319,0,0,79,0,-79
7320,0,0,21,0,-21
7321,0,0,30,0,-30
7322,1,1,330,1306,976
7323,0,0,181,0,-181
7324,0,0,2,0,-2
7325,0,0,4,0,-4
7326,0,0,48,0,-48
7327,1,0,26,0,-26
7328,1,0,27,0,-27
7329,0,0,101,0,-101
7330,1,1,350,1503,1153
7331,1,0,33,0,-33
7332,1,0,21,0,-21
7333,1,1,253,1462,1209
7334,1,0,25,0,-25
7335,0,0,77,0,-77
7336,0,0,190,0,-190
7337,0,0,7,0,-7
7338,0,0,4,0,-4
7339,1,1,98,1710,1612
7340,0,0,74,0,-74
7341,0,0,71,0,-71
7342,0,0,26,0,-26
7343,1,0,38,0,-38
7344,0,0,1,0,-1
7345,1,0,6,0,-6
7346,1,1,726,1323,597
7347,0,0,18,0,-18
7348,1,0,147,0,-147
7349,1,0,28,0,-28
7350,0,0,14,0,-14
7351,1,0,3,0,-3
7352,1,0,14,0,-14
7353,0,0,48,0,-48
7354,1,1,1163,1326,163
7355,1,0,120,0,-120
7356,1,1,906,1397,491
7357,0,0,118,0,-118
7358,1,1,181,1671,1490
7359,1,0,14,0,-14
7360,1,0,132,0,-132
7361,1,0,65,0,-65
7362,1,0,3,0,-3
7363,1,0,26,0,-26
7364,1,0,37,0,-37
7365,1,0,21,0,-21
7366,0,0,5,0,-5
7367,1,0,34,0,-34
7368,0,0,4,0,-4
7369,1,0,14,0,-14
7370,1,0,35,0,-35
7371,1,1,881,1250,369
7372,1,1,263,1810,1547
7373,1,1,357,1357,1000
7374,1,0,91,0,-91
7375,0,0,10,0,-10
7376,1,1,168,1555,1387
7377,1,0,19,0,-19
7378,1,0,27,0,-27
7379,0,0,2,0,-2
7380,1,0,27,0,-27
7381,1,0,32,0,-32
7382,1,0,27,0,-27
7383,0,0,24,0,-24
7384,0,0,17,0,-17
7385,0,0,63,0,-63
7386,0,0,62,0,-62
7387,1,0,29,0,-29
7388,0,0,28,0,-28
7389,1,1,477,1402,925
7390,0,0,61,0,-61
7391,1,1,712,1468,756
7392,1,1,1065,1343,278
7393,1,1,236,1672,1436
7394,1,0,47,0,-47
7395,0,0,33,0,-33
7396,0,0,35,0,-35
7397,1,0,4,0,-4
7398,0,0,27,0,-27
7399,1,0,202,0,-202
7400,0,0,59,0,-59
7401,1,0,16,0,-16
7402,1,0,112,0,-112
7403,0,0,105,0,-105
7404,1,0,32,0,-32
7405,1,1,2246,1488,-758
7406,1,1,160,1495,1335
7407,1,1,88,1351,1263
7408,0,0,67,0,-67
7409,0,0,48,0,-48
7410,0,0,58,0,-58
7411,0,0,56,0,-56
7412,0,0,30,0,-30
7413,1,0,52,0,-52
7414,1,1,1070,1533,463
7415,1,1,1288,1549,261
7416,1,1,119,1404,1285
7417,1,0,117,0,-117
7418,0,0,153,0,-153
7419,0,0,58,0,-58
7420,1,1,458,1662,1204
7421,0,0,90,0,-90
7422,0,0,37,0,-37
7423,1,1,967,1700,733
7424,1,0,38,0,-38
7425,0,0,5,0,-5
7426,1,1,283,1361,1078
7427,1,0,4,0,-4
7428,1,1,243,1546,1303
7429,0,0,16,0,-16
7430,0,0,16,0,-16
7431,1,0,7,0,-7
7432,1,1,682,1940,1258
7433,1,0,14,0,-14
7434,1,0,94,0,-94
7435,0,0,81,0,-81
7436,1,1,209,1561,1352
7437,0,0,41,0,-41
7438,1,0,46,0,-46
7439,1,0,36,0,-36
7440,0,0,56,0,-56
7441,1,1,730,1250,520
7442,1,0,26,0,-26
7443,1,0,17,0,-17
7444,0,0,99,0,-99
7445,1,1,1321,1407,86
7446,0,0,13,0,-13
7447,1,1,168,1420,1252
7448,1,0,3,0,-3
7449,0,0,9,0,-9
7450,1,1,781,1464,683
7451,0,0,53,0,-53
7452,1,1,101,1238,1137
7453,0,0,19,0,-19
7454,0,0,9,0,-9
7455,1,1,60,1554,1494
7456,1,1,152,1656,1504
7457,0,0,23,0,-23
7458,1,0,97,0,-97
7459,1,0,49,0,-49
7460,0,0,42,0,-42
7461,1,0,8,0,-8
7462,0,0,18,0,-18
7463,1,0,13,0,-13
7464,0,0,3,0,-3
7465,0,0,131,0,-131
7466,1,1,272,1441,1169
7467,1,1,1551,1283,-268
7468,0,0,26,0,-26
7469,0,0,12,0,-12
7470,1,0,20,0,-20
7471,1,1,133,1249,1116
7472,0,0,98,0,-98
7473,0,0,25,0,-25
7474,0,0,192,0,-192
7475,0,0,11,0,-11
7476,0,0,10,0,-10
7477,0,0,40,0,-40
7478,0,0,30,0,-30
7479,0,0,62,0,-62
7480,0,0,44,0,-44
7481,1,0,38,0,-38
7482,0,0,10,0,-10
7483,1,1,1367,1430,63
7484,1,0,46,0,-46
7485,0,0,38,0,-38
7486,0,0,8,0,-8
7487,0,0,27,0,-27
7488,1,1,115,1787,1672
7489,0,0,15,0,-15
7490,0,0,14,0,-14
7491,0,0,83,0,-83
7492,0,0,103,0,-103
7493,1,1,768,1283,515
7494,0,0,7,0,-7
7495,0,0,29,0,-29
7496,1,0,34,0,-34
7497,1,1,430,1339,909
7498,0,0,2,0,-2
7499,1,1,341,1337,996
7500,1,0,0,0,0
7501,1,1,1062,1458,396
7502,0,0,17,0,-17
7503,1,0,160,0,-160
7504,1,1,830,1874,1044
7505,1,1,584,1882,1298
7506,1,1,859,2032,1173
7507,1,1,123,1427,1304
7508,0,0,57,0,-57
7509,1,1,512,1311,799
7510,1,0,140,0,-140
7511,0,0,53,0,-53
7512,0,0,5,0,-5
7513,1,1,138,1238,1100
7514,1,0,67,0,-67
7515,0,0,15,0,-15
7516,0,0,87,0,-87
7517,0,0,106,0,-106
7518,1,0,9,0,-9
7519,0,0,26,0,-26
7520,1,0,185,0,-185
7521,0,0,8,0,-8
7522,1,1,103,1701,1598
7523,0,0,116,0,-116
7524,0,0,41,0,-41
7525,1,0,35,0,-35
7526,1,0,2,0,-2
7527,0,0,130,0,-130
7528,1,1,735,1401,666
7529,1,0,67,0,-67
7530,1,0,7,0,-7
7531,1,1,157,1280,1123
7532,1,1,55,1398,1343
7533,1,0,11,0,-11
7534,1,1,328,1236,908
7535,1,1,537,1422,885
7536,0,0,12,0,-12
7537,0,0,31,0,-31
7538,0,0,11,0,-11
7539,1,0,2,0,-2
7540,1,0,15,0,-15
7541,1,1,256,1331,1075
7542,1,1,139,2728,2589
7543,1,0,1,0,-1
7544,0,0,86,0,-86
7545,0,0,112,0,-112
7546,1,0,80,0,-80
7547,1,0,43,0,-43
7548,1,1,782,1256,474
7549,0,0,35,0,-35
7550,0,0,32,0,-32
7551,0,0,72,0,-72
7552,1,1,75,1700,1625
7553,1,0,11,0,-11
7554,1,1,959,1366,407
7555,1,1,47,1336,1289
7556,1,1,185,1257,1072
7557,1,0,85,0,-85
7558,0,0,16,0,-16
7559,1,1,1287,1635,348
7560,1,0,137,0,-137
7561,1,1,478,1507,1029
7562,1,0,8,0,-8
7563,1,0,35,0,-35
7564,1,0,60,0,-60
7565,1,1,514,1396,882
7566,1,1,367,1823,1456
7567,1,0,17,0,-17
7568,1,1,392,1540,1148
7569,1,0,27,0,-27
7570,0,0,134,0,-134
7571,0,0,43,0,-43
7572,0,0,62,0,-62
7573,1,0,67,0,-67
7574,0,0,5,0,-5
7575,1,1,459,1785,1326
7576,1,0,10,0,-10
7577,1,0,32,0,-32
7578,1,1,423,3042,2619
7579,1,0,6,0,-6
7580,0,0,12,0,-12
7581,1,0,57,0,-57
7582,1,0,34,0,-34
7583,1,1,1569,1293,-276
7584,0,0,161,0,-161
7585,1,1,810,1581,771
7586,0,0,179,0,-179
7587,1,0,102,0,-102
7588,1,0,101,0,-101
7589,0,0,10,0,-10
7590,1,1,414,1396,982
7591,1,1,222,1310,1088
7592,0,0,40,0,-40
7593,1,0,33,0,-33
7594,1,1,138,1348,1210
7595,0,0,57,0,-57
7596,0,0,28,0,-28
7597,0,0,66,0,-66
7598,1,1,1237,1419,182
7599,1,1,141,1260,1119
7600,1,0,3,0,-3
7601,1,1,114,1245,1131
7602,1,0,60,0,-60
7603,0,0,42,0,-42
7604,0,0,1,0,-1
7605,1,0,11,0,-11
7606,1,1,445,1431,986
7607,1,0,19,0,-19
7608,1,0,30,0,-30
7609,0,0,2,0,-2
7610,0,0,115,0,-115
7611,1,0,14,0,-14
7612,1,0,0,0,0
7613,0,0,30,0,-30
7614,0,0,56,0,-56
7615,0,0,16,0,-16
7616,1,0,50,0,-50
7617,1,1,602,1296,694
7618,1,1,1148,2324,1176
7619,0,0,11,0,-11
7620,1,1,1001,1494,493
7621,1,1,993,1235,242
7622,1,1,68,1329,1261
7623,1,0,117,0,-117
7624,0,0,35,0,-35
7625,0,0,0,0,0
7626,1,1,405,1843,1438
7627,1,0,22,0,-22
7628,1,1,672,1296,624
7629,0,0,28,0,-28
7630,0,0,38,0,-38
7631,0,0,140,0,-140
7632,1,1,659,2395,1736
7633,0,0,6,0,-6
7634,1,0,1,0,-1
7635,1,1,2059,1955,-104
7636,1,1,686,2182,1496
7637,0,0,41,0,-41
7638,0,0,21,0,-21
7639,1,1,258,1441,1183
7640,1,0,7,0,-7
7641,1,1,282,2695,2413
7642,0,0,3,0,-3
7643,1,0,47,0,-47
7644,1,0,18,0,-18
7645,1,0,25,0,-25
7646,0,0,46,0,-46
7647,1,0,72,0,-72
7648,0,0,1,0,-1
7649,0,0,0,0,0
7650,0,0,2,0,-2
7651,1,0,22,0,-22
7652,1,1,897,1272,375
7653,0,0,192,0,-192
7654,1,0,175,0,-175
7655,0,0,154,0,-154
7656,1,1,704,1334,630
7657,0,0,88,0,-88
7658,0,0,143,0,-143
7659,1,1,360,1392,1032
7660,1,1,737,1285,548
7661,1,0,6,0,-6
7662,1,1,1476,1403,-73
7663,0,0,94,0,-94
7664,0,0,80,0,-80
7665,0,0,20,0,-20
7666,0,0,39,0,-39
7667,1,1,1436,3962,2526
7668,0,0,110,0,-110
7669,1,1,186,1866,1680
7670,0,0,58,0,-58
7671,0,0,1,0,-1
7672,0,0,90,0,-90
7673,1,0,59,0,-59
7674,0,0,15,0,-15
7675,1,1,396,1269,873
7676,1,0,78,0,-78
7677,0,0,16,0,-16
7678,1,1,728,1279,551
7679,0,0,101,0,-101
7680,0,0,40,0,-40
7681,1,1,442,2276,1834
7682,1,1,71,1396,1325
7683,1,1,119,1271,1152
7684,1,1,131,1588,1457
7685,1,1,478,1434,956
7686,1,1,1553,1395,-158
7687,1,0,72,0,-72
7688,0,0,10,0,-10
7689,1,0,7,0,-7
7690,1,0,4,0,-4
7691,1,0,30,0,-30
7692,1,0,26,0,-26
7693,1,0,87,0,-87
7694,0,0,20,0,-20
7695,0,0,13,0,-13
7696,0,0,3,0,-3
7697,1,0,22,0,-22
7698,1,0,25,0,-25
7699,1,0,35,0,-35
7700,0,0,53,0,-53
7701,1,0,15,0,-15
7702,0,0,7,0,-7
7703,1,1,1198,1462,264
7704,1,0,56,0,-56
7705,1,1,446,2683,2237
7706,0,0,3,0,-3
7707,1,0,149,0,-149
7708,0,0,10,0,-10
7709,1,0,2,0,-2
7710,0,0,66,0,-66
7711,1,1,185,1261,1076
7712,1,1,1120,1319,199
7713,0,0,76,0,-76
7714,1,0,62,0,-62
7715,0,0,59,0,-59
7716,1,0,76,0,-76
7717,1,1,43,1355,1312
7718,1,1,1129,1616,487
7719,0,0,36,0,-36
7720,0,0,37,0,-37
7721,1,0,132,0,-132
7722,1,1,50,2620,2570
7723,0,0,10,0,-10
7724,0,0,1,0,-1
7725,1,1,713,1425,712
7726,1,0,17,0,-17
7727,0,0,14,0,-14
7728,1,0,75,0,-75
7729,0,0,31,0,-31
7730,0,0,40,0,-40
7731,1,1,120,1402,1282
7732,1,0,53,0,-53
7733,1,1,723,1474,751
7734,0,0,15,0,-15
7735,1,1,391,1569,1178
7736,1,1,503,2619,2116
7737,1,1,80,1325,1245
7738,0,0,44,0,-44
7739,1,0,13,0,-13
7740,1,1,225,2071,1846
7741,1,0,61,0,-61
7742,0,0,19,0,-19
7743,0,0,12,0,-12
7744,1,0,11,0,-11
7745,1,1,342,1235,893
7746,1,1,483,1670,1187
7747,1,1,622,1247,625
7748,1,0,60,0,-60
7749,0,0,2,0,-2
7750,1,0,71,0,-71
7751,1,0,19,0,-19
7752,1,1,1596,1826,230
7753,0,0,50,0,-50
7754,1,0,50,0,-50
7755,0,0,27,0,-27
7756,1,0,63,0,-63
7757,1,0,0,0,0
7758,1,0,24,0,-24
7759,1,1,83,1249,1166
7760,1,1,708,2064,1356
7761,0,0,35,0,-35
7762,1,1,216,1325,1109
7763,0,0,78,0,-78
7764,1,1,219,2140,1921
7765,1,1,986,1806,820
7766,1,0,1,0,-1
7767,1,1,508,2787,2279
7768,0,0,61,0,-61
7769,0,0,11,0,-11
7770,1,1,218,1343,1125
7771,0,0,80,0,-80
7772,1,1,790,1385,595
7773,0,0,156,0,-156
7774,1,1,290,2238,1948
7775,0,0,93,0,-93
7776,1,1,199,1312,1113
7777,1,1,1206,1272,66
7778,0,0,108,0,-108
7779,0,0,86,0,-86
7780,1,0,104,0,-104
7781,1,0,56,0,-56
7782,1,1,1609,1377,-232
7783,0,0,91,0,-91
7784,0,0,3,0,-3
7785,1,0,236,0,-236
7786,0,0,43,0,-43
7787,1,1,358,1433,1075
7788,1,0,121,0,-121
7789,0,0,7,0,-7
7790,0,0,106,0,-106
7791,1,0,11,0,-11
7792,1,0,140,0,-140
7793,0,0,49,0,-49
7794,1,1,1168,1286,118
7795,1,0,93,0,-93
7796,0,0,146,0,-146
7797,1,0,2,0,-2
7798,0,0,2,0,-2
7799,1,0,9,0,-9
7800,0,0,37,0,-37
7801,0,0,235,0,-235
7802,1,1,560,1520,960
7803,0,0,4,0,-4
7804,0,0,5,0,-5
7805,0,0,2,0,-2
7806,1,1,1249,1513,264
7807,0,0,18,0,-18
7808,0,0,168,0,-168
7809,0,0,24,0,-24
7810,0,0,78,0,-78
7811,1,1,584,1364,780
7812,0,0,6,0,-6
7813,1,1,434,1397,963
7814,0,0,98,0,-98
7815,0,0,19,0,-19
7816,1,0,55,0,-55
7817,1,0,54,0,-54
7818,1,1,1191,1580,389
7819,0,0,19,0,-19
7820,0,0,7,0,-7
7821,1,0,185,0,-185
7822,1,0,39,0,-39
7823,0,0,27,0,-27
7824,1,0,7,0,-7
7825,0,0,4,0,-4
7826,1,1,1309,1487,178
7827,1,1,342,2424,2082
7828,0,0,65,0,-65
7829,0,0,22,0,-22
7830,1,0,35,0,-35
7831,0,0,61,0,-61
7832,0,0,9,0,-9
7833,1,0,160,0,-160
7834,1,0,2,0,-2
7835,0,0,108,0,-108
7836,1,0,69,0,-69
7837,1,0,0,0,0
7838,0,0,13,0,-13
7839,0,0,11,0,-11
7840,1,0,122,0,-122
7841,1,1,101,2412,2311
7842,1,1,128,2108,1980
7843,1,0,77,0,-77
7844,1,1,50,1698,1648
7845,0,0,105,0,-105
7846,1,1,294,1428,1134
7847,1,1,118,3826,3708
7848,1,1,209,2635,2426
7849,0,0,127,0,-127
7850,0,0,7,0,-7
7851,1,0,35,0,-35
7852,0,0,46,0,-46
7853,1,1,877,1382,505
7854,1,0,21,0,-21
7855,0,0,11,0,-11
7856,0,0,8,0,-8
7857,0,0,56,0,-56
7858,0,0,22,0,-22
7859,0,0,127,0,-127
7860,1,1,175,1397,1222
7861,0,0,40,0,-40
7862,1,0,186,0,-186
7863,1,0,301,0,-301
