ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
15060,1,1,317,1372,1055
15061,1,0,3,0,-3
15062,1,1,1981,1257,-724
15063,0,0,13,0,-13
15064,1,1,485,1430,945
15065,1,1,427,1426,999
15066,1,1,188,1537,1349
15067,0,0,11,0,-11
15068,0,0,50,0,-50
15069,1,0,64,0,-64
15070,1,1,1196,1603,407
15071,1,1,156,1236,1080
15072,0,0,53,0,-53
15073,1,0,68,0,-68
15074,1,0,85,0,-85
15075,1,0,28,0,-28
15076,0,0,52,0,-52
15077,1,1,618,1428,810
15078,1,1,467,2332,1865
15079,0,0,33,0,-33
15080,0,0,23,0,-23
15081,0,0,51,0,-51
15082,1,1,228,1334,1106
15083,0,0,214,0,-214
15084,0,0,41,0,-41
15085,0,0,28,0,-28
15086,0,0,26,0,-26
15087,1,1,633,1344,711
15088,1,1,841,1277,436
15089,1,1,684,1624,940
15090,1,0,100,0,-100
15091,1,0,78,0,-78
15092,0,0,1,0,-1
15093,1,1,355,1341,986
15094,0,0,84,0,-84
15095,1,1,293,1330,1037
15096,0,0,105,0,-105
15097,0,0,1,0,-1
15098,0,0,10,0,-10
15099,1,0,22,0,-22
15100,1,1,441,1902,1461
15101,1,0,2,0,-2
15102,0,0,107,0,-107
15103,0,0,47,0,-47
15104,0,0,82,0,-82
15105,1,1,851,1361,510
15106,1,0,11,0,-11
15107,0,0,53,0,-53
15108,1,1,158,1801,1643
15109,1,0,162,0,-162
15110,1,0,24,0,-24
15111,0,0,67,0,-67
15112,1,0,47,0,-47
15113,1,1,102,1298,1196
15114,0,0,170,0,-170
15115,1,1,798,1444,646
15116,1,0,230,0,-230
15117,1,0,160,0,-160
15118,0,0,5,0,-5
15119,0,0,45,0,-45
15120,0,0,70,0,-70
15121,0,0,26,0,-26
15122,1,0,16,0,-16
15123,1,0,31,0,-31
15124,1,0,81,0,-81
15125,1,0,58,0,-58
15126,0,0,20,0,-20
15127,1,0,10,0,-10
15128,0,0,86,0,-86
15129,0,0,201,0,-201
15130,0,0,48,0,-48
15131,1,0,39,0,-39
15132,1,1,263,1241,978
15133,0,0,41,0,-41
15134,0,0,14,0,-14
15135,1,0,27,0,-27
15136,0,0,77,0,-77
15137,1,1,128,1653,1525
15138,0,0,57,0,-57
15139,1,1,73,1360,1287
15140,1,0,98,0,-98
15141,1,1,585,1395,810
15142,0,0,24,0,-24
15143,1,1,205,1625,1420
15144,1,0,74,0,-74
15145,0,0,45,0,-45
15146,0,0,125,0,-125
15147,0,0,56,0,-56
15148,1,0,193,0,-193
15149,1,1,107,1326,1219
15150,0,0,54,0,-54
15151,1,1,58,1305,1247
15152,1,0,0,0,0
15153,0,0,122,0,-122
15154,0,0,25,0,-25
15155,1,0,92,0,-92
15156,1,1,556,2696,2140
15157,1,0,48,0,-48
15158,1,0,62,0,-62
15159,1,0,11,0,-11
15160,1,0,21,0,-21
15161,1,1,170,1312,1142
15162,0,0,4,0,-4
15163,0,0,7,0,-7
15164,1,0,48,0,-48
15165,1,0,180,0,-180
15166,0,0,101,0,-101
15167,0,0,84,0,-84
15168,0,0,2,0,-2
15169,0,0,87,0,-87
15170,0,0,16,0,-16
15171,0,0,4,0,-4
15172,0,0,11,0,-11
15173,1,1,414,1468,1054
15174,1,0,8,0,-8
15175,1,0,38,0,-38
15176,1,0,14,0,-14
15177,1,1,190,1415,1225
15178,1,0,89,0,-89
15179,1,0,58,0,-58
15180,0,0,5,0,-5
15181,1,1,798,1259,461
15182,1,1,43,1245,1202
15183,0,0,59,0,-59
15184,1,0,96,0,-96
15185,1,1,456,1487,1031
15186,1,1,366,1757,1391
15187,0,0,10,0,-10
15188,1,1,505,1371,866
15189,0,0,2,0,-2
15190,1,1,486,1826,1340
15191,0,0,27,0,-27
15192,0,0,145,0,-145
15193,1,1,775,1557,782
15194,1,0,15,0,-15
15195,1,0,14,0,-14
15196,0,0,34,0,-34
15197,1,1,107,2224,2117
15198,1,0,10,0,-10
15199,0,0,14,0,-14
15200,1,0,93,0,-93
15201,0,0,176,0,-176
15202,0,0,0,0,0
15203,0,0,87,0,-87
15204,1,0,83,0,-83
15205,0,0,72,0,-72
15206,0,0,78,0,-78
15207,1,1,296,1471,1175
15208,0,0,76,0,-76
15209,1,0,5,0,-5
15210,1,1,548,1264,716
15211,1,0,28,0,-28
15212,1,1,403,1534,1131
15213,1,1,824,2137,1313
15214,1,1,137,3041,2904
15215,1,0,33,0,-33
15216,1,1,613,1329,716
15217,0,0,245,0,-245
15218,1,1,250,1471,1221
15219,0,0,26,0,-26
15220,1,1,668,1721,1053
15221,1,0,88,0,-88
15222,1,1,10,1244,1234
15223,1,1,1462,1298,-164
15224,0,0,35,0,-35
15225,0,0,55,0,-55
15226,0,0,48,0,-48
15227,0,0,11,0,-11
15228,1,1,1244,1250,6
15229,0,0,17,0,-17
15230,1,0,111,0,-111
15231,1,0,9,0,-9
15232,0,0,23,0,-23
15233,1,0,57,0,-57
15234,1,0,173,0,-173
15235,1,1,383,1360,977
15236,1,0,80,0,-80
15237,0,0,15,0,-15
15238,0,0,46,0,-46
15239,1,0,12,0,-12
15240,1,0,51,0,-51
15241,1,1,156,1523,1367
15242,1,0,101,0,-101
15243,1,1,1984,1448,-536
15244,1,1,45,1423,1378
15245,1,0,110,0,-110
15246,1,0,46,0,-46
15247,0,0,2,0,-2
15248,0,0,17,0,-17
15249,1,1,113,1255,1142
15250,1,0,11,0,-11
15251,1,0,53,0,-53
15252,0,0,54,0,-54
15253,0,0,64,0,-64
15254,1,0,8,0,-8
15255,1,0,32,0,-32
15256,0,0,57,0,-57
15257,1,0,98,0,-98
15258,0,0,31,0,-31
15259,1,0,21,0,-21
15260,0,0,45,0,-45
15261,0,0,65,0,-65
15262,1,0,7,0,-7
15263,1,1,1527,1864,337
15264,0,0,5,0,-5
15265,0,0,85,0,-85
15266,1,0,87,0,-87
15267,1,0,54,0,-54
15268,0,0,31,0,-31
15269,0,0,94,0,-94
15270,0,0,40,0,-40
15271,0,0,16,0,-16
15272,1,1,315,1324,1009
15273,1,0,5,0,-5
15274,1,0,60,0,-60
15275,0,0,25,0,-25
15276,0,0,41,0,-41
15277,1,1,711,1304,593
15278,1,0,116,0,-116
15279,1,0,104,0,-104
15280,0,0,50,0,-50
15281,1,1,70,1305,1235
15282,1,0,9,0,-9
15283,1,1,181,1290,1109
15284,1,0,120,0,-120
15285,1,1,695,1348,653
15286,1,0,3,0,-3
15287,0,0,174,0,-174
15288,0,0,41,0,-41
15289,1,1,738,1330,592
15290,0,0,100,0,-100
15291,1,0,149,0,-149
15292,1,0,69,0,-69
15293,0,0,74,0,-74
15294,1,1,13,1278,1265
15295,0,0,22,0,-22
15296,0,0,82,0,-82
15297,1,0,84,0,-84
15298,1,0,63,0,-63
15299,1,0,16,0,-16
15300,1,1,785,1450,665
15301,1,1,152,2377,2225
15302,1,1,358,1575,1217
15303,1,0,68,0,-68
15304,1,0,1,0,-1
15305,1,0,56,0,-56
15306,1,0,39,0,-39
15307,1,1,909,1429,520
15308,1,0,72,0,-72
15309,0,0,50,0,-50
15310,1,1,587,1465,878
15311,1,1,139,1705,1566
15312,1,0,138,0,-138
15313,1,0,95,0,-95
15314,1,1,1231,1499,268
15315,0,0,205,0,-205
15316,1,1,329,1385,1056
15317,0,0,44,0,-44
15318,1,0,4,0,-4
15319,1,1,215,2184,1969
15320,1,1,64,1509,1445
15321,0,0,23,0,-23
15322,0,0,18,0,-18
15323,1,0,235,0,-235
15324,1,0,229,0,-229
15325,0,0,49,0,-49
15326,0,0,10,0,-10
15327,0,0,16,0,-16
15328,1,0,14,0,-14
15329,1,1,1029,1523,494
15330,1,0,187,0,-187
15331,0,0,22,0,-22
15332,1,0,13,0,-13
15333,1,1,603,1462,859
15334,1,0,25,0,-25
15335,1,0,92,0,-92
15336,0,0,85,0,-85
15337,1,0,9,0,-9
15338,1,0,29,0,-29
15339,0,0,14,0,-14
15340,0,0,71,0,-71
15341,0,0,6,0,-6
15342,0,0,69,0,-69
15343,1,0,11,0,-11
15344,0,0,3,0,-3
15345,1,0,16,0,-16
15346,0,0,2,0,-2
15347,0,0,65,0,-65
15348,1,0,89,0,-89
15349,1,0,36,0,-36
15350,1,1,1299,1569,270
15351,1,0,10,0,-10
15352,1,0,9,0,-9
15353,0,0,133,0,-133
15354,1,0,83,0,-83
15355,0,0,21,0,-21
15356,0,0,26,0,-26
15357,1,0,11,0,-11
15358,1,0,24,0,-24
15359,0,0,7,0,-7
15360,1,0,130,0,-130
15361,0,0,80,0,-80
15362,0,0,0,0,0
15363,1,1,305,1350,1045
15364,0,0,32,0,-32
15365,1,1,407,1497,1090
15366,1,0,64,0,-64
15367,0,0,87,0,-87
15368,1,0,41,0,-41
15369,1,0,17,0,-17
15370,0,0,14,0,-14
15371,1,0,34,0,-34
15372,0,0,93,0,-93
15373,1,0,36,0,-36
15374,0,0,161,0,-161
15375,0,0,2,0,-2
15376,0,0,58,0,-58
15377,1,1,929,1509,580
15378,1,1,416,1528,1112
15379,1,0,44,0,-44
15380,1,1,1560,1397,-163
15381,0,0,49,0,-49
15382,1,1,1643,1319,-324
15383,0,0,19,0,-19
15384,1,0,79,0,-79
15385,1,1,122,1598,1476
15386,0,0,7,0,-7
15387,1,1,735,1616,881
15388,1,1,163,1350,1187
15389,1,1,417,1414,997
15390,1,0,3,0,-3
15391,1,0,12,0,-12
15392,1,1,1728,1340,-388
15393,0,0,14,0,-14
15394,0,0,54,0,-54
15395,1,1,1169,1349,180
15396,1,0,13,0,-13
15397,1,1,243,2120,1877
15398,0,0,30,0,-30
15399,0,0,25,0,-25
15400,1,1,389,1471,1082
15401,0,0,41,0,-41
15402,1,1,2187,1362,-825
15403,1,0,25,0,-25
15404,0,0,49,0,-49
15405,0,0,4,0,-4
15406,0,0,16,0,-16
15407,0,0,6,0,-6
15408,0,0,70,0,-70
15409,1,1,126,1293,1167
15410,1,1,357,1376,1019
15411,1,0,18,0,-18
15412,1,1,209,1415,1206
15413,1,0,36,0,-36
15414,1,0,37,0,-37
15415,1,0,69,0,-69
15416,0,0,3,0,-3
15417,0,0,8,0,-8
15418,1,1,299,1762,1463
15419,0,0,160,0,-160
15420,1,0,35,0,-35
15421,1,0,66,0,-66
15422,1,0,189,0,-189
15423,0,0,5,0,-5
15424,1,1,1035,2077,1042
15425,1,1,101,1458,1357
15426,1,0,49,0,-49
15427,1,1,276,1420,1144
15428,1,1,360,1405,1045
15429,0,0,3,0,-3
15430,1,0,68,0,-68
15431,1,0,33,0,-33
15432,0,0,16,0,-16
15433,1,1,1145,3044,1899
15434,1,1,82,2390,2308
15435,1,0,41,0,-41
15436,0,0,107,0,-107
15437,1,0,65,0,-65
15438,0,0,3,0,-3
15439,0,0,157,0,-157
15440,1,0,6,0,-6
15441,0,0,6,0,-6
15442,1,1,162,1759,1597
15443,0,0,58,0,-58
15444,0,0,54,0,-54
15445,1,0,27,0,-27
15446,0,0,23,0,-23
15447,1,1,1140,2305,1165
15448,1,1,347,1801,1454
15449,1,0,43,0,-43
15450,1,0,8,0,-8
15451,0,0,36,0,-36
15452,0,0,102,0,-102
15453,0,0,3,0,-3
15454,0,0,23,0,-23
15455,1,0,37,0,-37
15456,1,1,190,1812,1622
15457,0,0,4,0,-4
15458,0,0,78,0,-78
15459,1,0,12,0,-12
15460,1,0,5,0,-5
15461,0,0,0,0,0
15462,1,1,398,1263,865
15463,1,0,48,0,-48
15464,0,0,9,0,-9
15465,0,0,84,0,-84
15466,0,0,15,0,-15
15467,0,0,108,0,-108
15468,0,0,26,0,-26
15469,0,0,30,0,-30
15470,0,0,39,0,-39
15471,1,0,0,0,0
15472,0,0,1,0,-1
15473,0,0,70,0,-70
15474,1,0,85,0,-85
15475,0,0,9,0,-9
15476,0,0,19,0,-19
15477,1,0,22,0,-22
15478,0,0,21,0,-21
15479,0,0,21,0,-21
15480,0,0,58,0,-58
15481,0,0,4,0,-4
15482,1,1,300,1696,1396
15483,0,0,8,0,-8
15484,0,0,56,0,-56
15485,0,0,50,0,-50
15486,1,1,225,1704,1479
15487,0,0,20,0,-20
15488,1,1,404,1449,1045
15489,0,0,8,0,-8
15490,1,0,0,0,0
15491,0,0,90,0,-90
15492,1,1,193,1630,1437
15493,0,0,52,0,-52
15494,1,1,861,1306,445
15495,1,1,163,2273,2110
15496,0,0,29,0,-29
15497,0,0,139,0,-139
15498,0,0,58,0,-58
15499,1,0,5,0,-5
15500,0,0,23,0,-23
15501,1,1,612,2356,1744
15502,1,0,56,0,-56
15503,1,0,25,0,-25
15504,0,0,10,0,-10
15505,0,0,38,0,-38
15506,0,0,1,0,-1
15507,1,0,136,0,-136
15508,1,0,93,0,-93
15509,0,0,92,0,-92
15510,0,0,74,0,-74
15511,0,0,17,0,-17
15512,1,1,418,1256,838
15513,1,1,300,1552,1252
15514,0,0,94,0,-94
15515,1,1,198,1368,1170
15516,0,0,5,0,-5
15517,1,1,421,1276,855
15518,1,0,110,0,-110
15519,0,0,10,0,-10
15520,0,0,14,0,-14
15521,1,1,203,1578,1375
15522,0,0,8,0,-8
15523,1,1,70,1262,1192
15524,1,0,1,0,-1
15525,0,0,21,0,-21
15526,0,0,19,0,-19
15527,0,0,42,0,-42
15528,1,1,438,1606,1168
15529,1,1,1096,1249,153
15530,1,0,82,0,-82
15531,1,0,48,0,-48
15532,1,0,24,0,-24
15533,0,0,37,0,-37
15534,1,1,344,1500,1156
15535,0,0,4,0,-4
15536,0,0,16,0,-16
15537,1,1,73,2236,2163
15538,0,0,73,0,-73
15539,0,0,9,0,-9
15540,0,0,23,0,-23
15541,0,0,22,0,-22
15542,0,0,52,0,-52
15543,1,1,1055,1349,294
15544,1,0,12,0,-12
15545,0,0,21,0,-21
15546,1,1,110,1516,1406
15547,0,0,38,0,-38
15548,1,0,37,0,-37
15549,1,1,2140,1758,-382
15550,1,1,623,1792,1169
15551,1,1,46,2011,1965
15552,1,0,18,0,-18
15553,1,0,122,0,-122
15554,1,1,1836,3818,1982
15555,0,0,18,0,-18
15556,0,0,6,0,-6
15557,0,0,36,0,-36
15558,1,1,1170,1246,76
15559,1,1,545,1349,804
15560,0,0,5,0,-5
15561,1,0,115,0,-115
15562,1,1,1165,1293,128
15563,1,0,30,0,-30
15564,1,1,465,1320,855
15565,1,0,15,0,-15
15566,0,0,41,0,-41
15567,0,0,6,0,-6
15568,1,0,23,0,-23
15569,1,0,61,0,-61
15570,0,0,20,0,-20
15571,1,0,85,0,-85
15572,1,0,17,0,-17
15573,0,0,42,0,-42
15574,1,0,24,0,-24
15575,0,0,21,0,-21
15576,1,1,280,1352,1072
15577,1,1,107,1476,1369
15578,1,1,328,1562,1234
15579,1,1,299,1292,993
15580,1,1,224,1691,1467
15581,1,0,24,0,-24
15582,0,0,31,0,-31
15583,1,0,61,0,-61
15584,0,0,6,0,-6
15585,0,0,14,0,-14
15586,1,1,432,1286,854
15587,1,1,161,1394,1233
15588,1,0,47,0,-47
15589,0,0,19,0,-19
15590,1,0,107,0,-107
15591,1,0,66,0,-66
15592,1,0,48,0,-48
15593,1,1,639,1478,839
15594,1,0,74,0,-74
15595,0,0,189,0,-189
15596,1,0,20,0,-20
15597,0,0,108,0,-108
15598,0,0,50,0,-50
15599,1,0,2,0,-2
15600,1,0,44,0,-44
15601,1,1,185,1244,1059
15602,1,0,44,0,-44
15603,1,1,157,1977,1820
15604,1,0,4,0,-4
15605,0,0,120,0,-120
15606,1,0,15,0,-15
15607,1,0,12,0,-12
15608,1,1,393,1411,1018
15609,0,0,66,0,-66
15610,1,1,67,1457,1390
15611,0,0,56,0,-56
15612,1,0,175,0,-175
15613,0,0,14,0,-14
15614,0,0,13,0,-13
15615,1,0,43,0,-43
15616,1,0,86,0,-86
15617,1,0,15,0,-15
15618,0,0,6,0,-6
15619,0,0,13,0,-13
15620,1,1,135,1517,1382
15621,1,1,490,1384,894
15622,1,0,48,0,-48
15623,0,0,42,0,-42
15624,0,0,3,0,-3
15625,1,1,662,1704,1042
15626,1,0,59,0,-59
15627,0,0,57,0,-57
15628,0,0,5,0,-5
15629,0,0,50,0,-50
15630,0,0,11,0,-11
15631,0,0,27,0,-27
15632,1,0,52,0,-52
15633,1,0,20,0,-20
15634,0,0,6,0,-6
15635,1,0,79,0,-79
15636,1,1,32,1260,1228
15637,1,0,15,0,-15
15638,1,0,80,0,-80
15639,0,0,104,0,-104
15640,1,1,702,1278,576
15641,1,1,896,2627,1731
15642,1,1,695,1498,803
15643,1,0,8,0,-8
15644,1,1,140,2463,2323
15645,1,0,98,0,-98
15646,0,0,54,0,-54
15647,1,1,1158,1257,99
15648,0,0,60,0,-60
15649,1,1,270,1691,1421
15650,1,0,64,0,-64
15651,1,1,89,1520,1431
15652,0,0,12,0,-12
15653,1,0,48,0,-48
15654,0,0,6,0,-6
15655,0,0,34,0,-34
15656,0,0,0,0,0
15657,0,0,72,0,-72
15658,1,0,0,0,0
15659,1,1,54,1491,1437
15660,1,1,589,1359,770
15661,1,1,1038,1531,493
15662,0,0,6,0,-6
15663,0,0,36,0,-36
15664,0,0,10,0,-10
15665,1,1,492,1802,1310
15666,1,0,13,0,-13
15667,1,1,216,1278,1062
15668,1,0,50,0,-50
15669,1,1,251,1296,1045
15670,0,0,1,0,-1
15671,1,1,719,1371,652
15672,1,1,281,1281,1000
15673,0,0,13,0,-13
15674,1,0,104,0,-104
15675,1,0,54,0,-54
15676,1,0,10,0,-10
15677,1,0,54,0,-54
15678,1,1,495,2103,1608
15679,1,0,23,0,-23
15680,0,0,99,0,-99
15681,1,1,161,1325,1164
15682,0,0,9,0,-9
15683,0,0,37,0,-37
15684,1,0,129,0,-129
15685,1,1,64,1689,1625
15686,0,0,28,0,-28
15687,0,0,77,0,-77
15688,0,0,53,0,-53
15689,0,0,52,0,-52
15690,1,0,66,0,-66
15691,1,0,62,0,-62
15692,1,1,310,1346,1036
15693,1,1,302,1478,1176
15694,1,0,16,0,-16
15695,0,0,25,0,-25
15696,0,0,3,0,-3
15697,1,0,45,0,-45
15698,1,1,623,1295,672
15699,1,0,26,0,-26
15700,0,0,9,0,-9
15701,0,0,4,0,-4
15702,1,1,467,1435,968
15703,1,0,78,0,-78
15704,1,0,34,0,-34
15705,1,1,1078,1525,447
15706,1,0,139,0,-139
15707,1,1,394,1364,970
15708,1,1,1301,1612,311
15709,1,0,13,0,-13
15710,1,0,102,0,-102
15711,1,1,1032,1574,542
15712,1,0,3,0,-3
15713,1,0,73,0,-73
15714,1,1,588,1662,1074
15715,0,0,68,0,-68
15716,1,0,9,0,-9
15717,0,0,103,0,-103
15718,0,0,37,0,-37
15719,1,1,299,3252,2953
15720,1,1,1590,1889,299
15721,1,1,380,2194,1814
15722,0,0,10,0,-10
15723,1,1,2405,1312,-1093
15724,1,0,81,0,-81
15725,0,0,21,0,-21
15726,0,0,2,0,-2
15727,0,0,99,0,-99
15728,1,1,1256,1445,189
15729,1,1,165,1338,1173
15730,1,0,194,0,-194
15731,0,0,14,0,-14
15732,0,0,7,0,-7
15733,0,0,29,0,-29
15734,1,1,112,1260,1148
15735,0,0,3,0,-3
15736,1,0,30,0,-30
15737,1,0,74,0,-74
15738,1,1,1147,1312,165
15739,1,1,105,1347,1242
15740,0,0,36,0,-36
15741,0,0,14,0,-14
15742,1,1,664,1379,715
15743,1,1,425,2133,1708
15744,0,0,85,0,-85
15745,1,0,8,0,-8
15746,0,0,207,0,-207
15747,0,0,169,0,-169
15748,1,1,820,1472,652
15749,1,1,510,1729,1219
15750,1,0,14,0,-14
15751,1,1,1765,1934,169
15752,1,1,1513,1832,319
15753,1,1,699,1454,755
15754,1,0,36,0,-36
15755,1,1,85,1306,1221
15756,1,0,62,0,-62
15757,1,1,114,1311,1197
15758,0,0,60,0,-60
15759,1,0,43,0,-43
15760,1,1,314,1540,1226
15761,1,1,1258,1608,350
15762,1,0,4,0,-4
15763,1,1,243,1275,1032
15764,1,1,1066,2369,1303
15765,0,0,12,0,-12
15766,0,0,27,0,-27
15767,1,0,25,0,-25
15768,0,0,59,0,-59
15769,0,0,32,0,-32
15770,0,0,7,0,-7
15771,1,1,435,1255,820
15772,1,1,625,2474,1849
15773,1,1,819,1297,478
15774,0,0,23,0,-23
15775,1,1,245,1499,1254
15776,0,0,157,0,-157
15777,1,0,19,0,-19
15778,0,0,10,0,-10
15779,0,0,23,0,-23
15780,1,0,10,0,-10
15781,1,1,178,1314,1136
15782,0,0,202,0,-202
15783,1,0,0,0,0
15784,0,0,61,0,-61
15785,0,0,18,0,-18
15786,0,0,28,0,-28
15787,0,0,41,0,-41
15788,1,0,58,0,-58
15789,0,0,217,0,-217
15790,0,0,20,0,-20
15791,1,0,21,0,-21
15792,1,0,14,0,-14
15793,0,0,158,0,-158
15794,1,1,354,3009,2655
15795,0,0,165,0,-165
15796,0,0,3,0,-3
15797,0,0,61,0,-61
15798,0,0,55,0,-55
15799,0,0,26,0,-26
15800,1,0,58,0,-58
15801,1,1,283,1857,1574
15802,1,0,34,0,-34
15803,0,0,107,0,-107
15804,1,0,73,0,-73
15805,0,0,77,0,-77
15806,1,1,1040,1577,537
15807,1,0,87,0,-87
15808,0,0,10,0,-10
15809,1,0,116,0,-116
15810,1,1,894,1294,400
15811,1,0,17,0,-17
15812,0,0,42,0,-42
15813,1,1,612,2251,1639
15814,1,1,617,1654,1037
15815,0,0,197,0,-197
15816,0,0,55,0,-55
15817,1,1,467,1240,773
15818,1,0,11,0,-11
15819,0,0,83,0,-83
15820,1,1,547,1498,951
15821,0,0,23,0,-23
15822,1,0,6,0,-6
15823,1,0,16,0,-16
15824,1,1,704,1318,614
15825,0,0,56,0,-56
15826,1,1,94,1847,1753
15827,1,1,1987,1326,-661
15828,0,0,15,0,-15
15829,1,1,87,1588,1501
15830,0,0,18,0,-18
15831,0,0,21,0,-21
15832,1,1,640,4990,4350
15833,1,0,22,0,-22
15834,1,1,260,1600,1340
15835,0,0,12,0,-12
15836,0,0,36,0,-36
15837,0,0,4,0,-4
15838,1,1,152,1429,1277
15839,0,0,90,0,-90
15840,0,0,73,0,-73
15841,0,0,53,0,-53
15842,0,0,101,0,-101
15843,0,0,0,0,0
15844,0,0,57,0,-57
15845,0,0,56,0,-56
15846,0,0,54,0,-54
15847,0,0,37,0,-37
15848,1,1,603,1279,676
15849,0,0,27,0,-27
15850,0,0,14,0,-14
15851,1,1,162,1389,1227
15852,1,0,13,0,-13
15853,0,0,0,0,0
15854,1,0,102,0,-102
15855,1,1,497,13492,12995
15856,0,0,10,0,-10
15857,1,0,55,0,-55
15858,1,0,23,0,-23
15859,1,0,12,0,-12
15860,1,1,1540,1465,-75
15861,0,0,12,0,-12
15862,1,1,846,2051,1205
15863,0,0,15,0,-15
15864,0,0,78,0,-78
15865,1,1,236,1404,1168
15866,0,0,3,0,-3
15867,1,1,388,1366,978
15868,0,0,37,0,-37
15869,1,0,333,0,-333
15870,1,1,179,1597,1418
15871,1,0,99,0,-99
15872,0,0,22,0,-22
15873,0,0,18,0,-18
15874,1,0,1,0,-1
15875,1,1,378,1935,1557
15876,1,0,116,0,-116
15877,0,0,16,0,-16
15878,0,0,9,0,-9
15879,0,0,164,0,-164
15880,0,0,73,0,-73
15881,0,0,43,0,-43
15882,0,0,53,0,-53
15883,1,1,552,1477,925
15884,1,0,70,0,-70
15885,1,1,1177,1359,182
15886,0,0,57,0,-57
15887,1,1,458,2129,1671
15888,1,1,146,1316,1170
15889,1,1,361,1703,1342
15890,0,0,105,0,-105
15891,1,1,2338,1393,-945
15892,0,0,12,0,-12
15893,1,1,157,2043,1886
15894,1,1,132,1555,1423
15895,1,0,5,0,-5
15896,0,0,159,0,-159
15897,0,0,60,0,-60
15898,1,1,686,1259,573
15899,1,0,35,0,-35
15900,0,0,14,0,-14
15901,0,0,279,0,-279
15902,0,0,18,0,-18
15903,1,0,0,0,0
15904,0,0,3,0,-3
15905,1,1,205,1620,1415
15906,0,0,11,0,-11
15907,1,1,2050,2506,456
15908,1,0,8,0,-8
15909,1,1,1015,2359,1344
15910,1,1,3037,1275,-1762
15911,1,1,60,1276,1216
15912,1,0,96,0,-96
15913,1,1,607,1897,1290
15914,0,0,24,0,-24
15915,0,0,1,0,-1
15916,0,0,45,0,-45
15917,1,0,30,0,-30
15918,1,0,7,0,-7
15919,0,0,66,0,-66
15920,0,0,15,0,-15
15921,1,1,577,1972,1395
15922,0,0,8,0,-8
15923,1,0,10,0,-10
15924,0,0,44,0,-44
15925,1,1,676,2168,1492
15926,0,0,30,0,-30
15927,1,1,256,2091,1835
15928,0,0,3,0,-3
15929,1,0,22,0,-22
15930,1,1,289,1344,1055
15931,1,0,49,0,-49
15932,1,1,509,1318,809
15933,1,1,324,1422,1098
15934,1,0,39,0,-39
15935,1,0,4,0,-4
15936,1,1,194,1272,1078
15937,0,0,1,0,-1
15938,0,0,85,0,-85
15939,1,1,1830,1595,-235
15940,0,0,29,0,-29
15941,0,0,32,0,-32
15942,0,0,73,0,-73
15943,0,0,24,0,-24
15944,0,0,14,0,-14
15945,1,0,47,0,-47
15946,1,0,108,0,-108
15947,1,1,322,1463,1141
15948,1,0,19,0,-19
15949,0,0,43,0,-43
15950,1,0,3,0,-3
15951,1,0,34,0,-34
15952,0,0,41,0,-41
15953,0,0,41,0,-41
15954,0,0,29,0,-29
15955,1,1,422,1688,1266
15956,0,0,63,0,-63
15957,1,0,109,0,-109
15958,0,0,166,0,-166
15959,0,0,62,0,-62
15960,0,0,104,0,-104
15961,0,0,13,0,-13
15962,1,1,658,1344,686
15963,1,0,4,0,-4
15964,0,0,30,0,-30
15965,1,0,6,0,-6
15966,0,0,6,0,-6
15967,1,0,21,0,-21
15968,1,1,781,1633,852
15969,1,0,23,0,-23
15970,1,1,127,1490,1363
15971,0,0,107,0,-107
15972,1,1,79,1261,1182
15973,1,0,35,0,-35
15974,0,0,16,0,-16
15975,1,0,30,0,-30
15976,1,0,10,0,-10
15977,1,1,117,1255,1138
15978,0,0,11,0,-11
15979,1,1,146,1902,1756
15980,1,0,10,0,-10
15981,1,0,12,0,-12
15982,1,0,101,0,-101
15983,1,1,213,1790,1577
15984,1,1,368,1499,1131
15985,0,0,58,0,-58
15986,0,0,30,0,-30
15987,0,0,68,0,-68
15988,0,0,18,0,-18
15989,1,0,25,0,-25
15990,1,0,31,0,-31
15991,1,1,117,1481,1364
15992,1,1,62,1509,1447
15993,0,0,17,0,-17
15994,1,1,479,1361,882
15995,0,0,83,0,-83
15996,1,1,149,1497,1348
15997,0,0,2,0,-2
15998,1,1,362,1942,1580
15999,0,0,38,0,-38
16000,1,1,168,1497,1329
16001,0,0,66,0,-66
16002,1,0,43,0,-43
16003,1,1,449,1431,982
16004,1,0,128,0,-128
16005,1,0,61,0,-61
16006,1,0,64,0,-64
16007,1,0,6,0,-6
16008,1,0,34,0,-34
16009,0,0,11,0,-11
16010,0,0,113,0,-113
16011,0,0,10,0,-10
16012,0,0,111,0,-111
16013,0,0,46,0,-46
16014,0,0,8,0,-8
16015,1,0,108,0,-108
16016,0,0,33,0,-33
16017,1,1,227,1677,1450
16018,1,0,232,0,-232
16019,1,0,58,0,-58
16020,1,0,35,0,-35
16021,1,0,0,0,0
16022,0,0,2,0,-2
16023,1,1,347,1702,1355
16024,0,0,40,0,-40
16025,1,1,1265,1705,440
16026,0,0,76,0,-76
16027,1,0,10,0,-10
16028,1,0,87,0,-87
16029,1,0,77,0,-77
16030,0,0,11,0,-11
16031,0,0,21,0,-21
16032,1,1,317,1884,1567
16033,1,0,17,0,-17
16034,0,0,11,0,-11
16035,0,0,52,0,-52
16036,0,0,77,0,-77
16037,1,0,44,0,-44
16038,1,1,481,1419,938
16039,0,0,12,0,-12
16040,1,0,84,0,-84
16041,0,0,8,0,-8
