ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
8374,0,0,26,0,-26
8375,0,0,21,0,-21
8376,0,0,25,0,-25
8377,0,0,29,0,-29
8378,0,0,102,0,-102
8379,1,1,208,2772,2564
8380,1,1,780,1258,478
8381,1,0,65,0,-65
8382,1,0,1,0,-1
8383,0,0,77,0,-77
8384,1,1,529,1740,1211
8385,1,1,54,1521,1467
8386,1,0,47,0,-47
8387,1,0,186,0,-186
8388,1,1,47,1364,1317
8389,1,1,613,1275,662
8390,1,0,2,0,-2
8391,0,0,30,0,-30
8392,0,0,48,0,-48
8393,1,1,670,1445,775
8394,0,0,88,0,-88
8395,0,0,111,0,-111
8396,1,1,932,1357,425
8397,1,0,7,0,-7
8398,1,1,59,1262,1203
8399,1,1,1146,1327,181
8400,0,0,42,0,-42
8401,0,0,34,0,-34
8402,1,0,58,0,-58
8403,0,0,13,0,-13
8404,0,0,65,0,-65
8405,1,1,75,1606,1531
8406,1,0,12,0,-12
8407,1,1,272,1222,950
8408,1,0,131,0,-131
8409,0,0,16,0,-16
8410,1,1,202,1715,1513
8411,1,0,36,0,-36
8412,0,0,39,0,-39
8413,0,0,59,0,-59
8414,0,0,50,0,-50
8415,1,0,41,0,-41
8416,0,0,35,0,-35
8417,0,0,1,0,-1
8418,1,1,1802,1228,-574
8419,0,0,132,0,-132
8420,0,0,5,0,-5
8421,1,1,192,1875,1683
8422,0,0,1,0,-1
8423,1,1,806,1333,527
8424,1,1,30,1408,1378
8425,1,1,380,1204,824
8426,1,0,217,0,-217
8427,0,0,13,0,-13
8428,1,0,28,0,-28
8429,1,0,185,0,-185
8430,1,0,47,0,-47
8431,0,0,45,0,-45
8432,1,0,3,0,-3
8433,1,1,127,1632,1505
8434,1,1,540,1211,671
8435,0,0,55,0,-55
8436,1,1,742,1229,487
8437,0,0,53,0,-53
8438,1,1,801,1216,415
8439,0,0,123,0,-123
8440,1,1,394,1494,1100
8441,0,0,71,0,-71
8442,1,1,1375,3516,2141
8443,1,1,1780,1672,-108
8444,1,0,22,0,-22
8445,1,1,1065,1247,182
8446,1,0,1,0,-1
8447,0,0,125,0,-125
8448,1,0,9,0,-9
8449,0,0,29,0,-29
8450,1,1,276,1281,1005
8451,1,1,250,1601,1351
8452,1,1,148,1333,1185
8453,0,0,0,0,0
8454,0,0,130,0,-130
8455,1,1,316,1640,1324
8456,1,1,242,1431,1189
8457,1,1,532,3461,2929
8458,1,1,191,1549,1358
8459,1,1,365,1509,1144
8460,1,0,12,0,-12
8461,1,0,115,0,-115
8462,1,0,61,0,-61
8463,1,0,4,0,-4
8464,0,0,17,0,-17
8465,1,1,1321,1214,-107
8466,0,0,8,0,-8
8467,0,0,18,0,-18
8468,1,0,0,0,0
8469,1,1,1026,1635,609
8470,1,0,51,0,-51
8471,1,1,205,1517,1312
8472,1,1,137,1296,1159
8473,0,0,5,0,-5
8474,0,0,15,0,-15
8475,1,0,31,0,-31
8476,0,0,33,0,-33
8477,0,0,128,0,-128
8478,0,0,18,0,-18
8479,0,0,11,0,-11
8480,0,0,4,0,-4
8481,0,0,12,0,-12
8482,0,0,30,0,-30
8483,1,0,88,0,-88
8484,0,0,9,0,-9
8485,0,0,13,0,-13
8486,0,0,112,0,-112
8487,1,0,4,0,-4
8488,0,0,111,0,-111
8489,1,0,4,0,-4
8490,1,1,341,1277,936
8491,1,0,152,0,-152
8492,1,0,42,0,-42
8493,0,0,101,0,-101
8494,1,1,689,1443,754
8495,1,0,14,0,-14
8496,1,1,1097,1386,289
8497,0,0,1,0,-1
8498,0,0,15,0,-15
8499,0,0,12,0,-12
8500,1,1,110,1255,1145
8501,0,0,33,0,-33
8502,0,0,119,0,-119
8503,1,1,1165,2143,978
8504,1,1,248,2048,1800
8505,1,1,255,1205,950
8506,0,0,4,0,-4
8507,0,0,2,0,-2
8508,1,0,0,0,0
8509,1,0,1,0,-1
8510,1,1,56,1238,1182
8511,1,1,760,1277,517
8512,0,0,13,0,-13
8513,1,0,1,0,-1
8514,0,0,36,0,-36
8515,0,0,69,0,-69
8516,0,0,75,0,-75
8517,1,1,179,1750,1571
8518,0,0,7,0,-7
8519,0,0,118,0,-118
8520,0,0,93,0,-93
8521,1,1,1503,2414,911
8522,0,0,92,0,-92
8523,1,1,517,1212,695
8524,0,0,4,0,-4
8525,1,0,113,0,-113
8526,1,0,65,0,-65
8527,1,1,351,1427,1076
8528,0,0,22,0,-22
8529,1,1,404,1345,941
8530,1,0,83,0,-83
8531,1,0,57,0,-57
8532,1,1,977,1353,376
8533,1,1,59,1727,1668
8534,1,1,689,1714,1025
8535,0,0,17,0,-17
8536,1,1,565,1289,724
8537,1,0,31,0,-31
8538,1,1,75,1348,1273
8539,0,0,69,0,-69
8540,0,0,10,0,-10
8541,1,1,234,1288,1054
8542,0,0,47,0,-47
8543,1,1,389,1204,815
8544,1,0,242,0,-242
8545,1,0,171,0,-171
8546,0,0,49,0,-49
8547,1,1,523,1563,1040
8548,1,1,112,1616,1504
8549,0,0,5,0,-5
8550,0,0,77,0,-77
8551,0,0,83,0,-83
8552,1,1,156,1477,1321
8553,0,0,25,0,-25
8554,1,1,484,1447,963
8555,1,0,90,0,-90
8556,1,0,61,0,-61
8557,1,0,123,0,-123
8558,1,0,7,0,-7
8559,1,0,103,0,-103
8560,1,0,13,0,-13
8561,1,1,276,1456,1180
8562,1,0,34,0,-34
8563,1,0,11,0,-11
8564,0,0,85,0,-85
8565,0,0,75,0,-75
8566,0,0,1,0,-1
8567,0,0,42,0,-42
8568,0,0,3,0,-3
8569,0,0,10,0,-10
8570,1,0,135,0,-135
8571,1,0,1,0,-1
8572,1,1,227,1966,1739
8573,0,0,41,0,-41
8574,1,0,69,0,-69
8575,0,0,0,0,0
8576,0,0,101,0,-101
8577,1,0,53,0,-53
8578,1,0,9,0,-9
8579,1,0,124,0,-124
8580,1,0,40,0,-40
8581,1,0,89,0,-89
8582,1,1,271,1439,1168
8583,0,0,17,0,-17
8584,1,0,24,0,-24
8585,1,1,585,1713,1128
8586,1,1,44,1205,1161
8587,1,1,131,4463,4332
8588,1,1,319,1260,941
8589,1,0,115,0,-115
8590,0,0,63,0,-63
8591,0,0,28,0,-28
8592,1,1,697,2359,1662
8593,1,1,496,1210,714
8594,1,1,270,1377,1107
8595,1,0,20,0,-20
8596,1,0,126,0,-126
8597,1,0,2,0,-2
8598,0,0,7,0,-7
8599,0,0,44,0,-44
8600,0,0,44,0,-44
8601,0,0,0,0,0
8602,1,1,618,1721,1103
8603,1,1,1464,1301,-163
8604,0,0,20,0,-20
8605,0,0,41,0,-41
8606,1,1,2124,1337,-787
8607,0,0,7,0,-7
8608,0,0,37,0,-37
8609,1,1,493,1522,1029
8610,1,1,68,1361,1293
8611,0,0,182,0,-182
8612,0,0,39,0,-39
8613,1,1,140,1532,1392
8614,0,0,11,0,-11
8615,1,1,132,4810,4678
8616,0,0,193,0,-193
8617,1,0,173,0,-173
8618,1,1,955,1394,439
8619,1,0,44,0,-44
8620,1,0,18,0,-18
8621,0,0,156,0,-156
8622,0,0,5,0,-5
8623,1,1,518,2060,1542
8624,0,0,5,0,-5
8625,1,0,94,0,-94
8626,0,0,10,0,-10
8627,1,0,7,0,-7
8628,1,1,143,2557,2414
8629,1,1,589,1539,950
8630,1,0,19,0,-19
8631,1,0,27,0,-27
8632,1,0,98,0,-98
8633,1,0,144,0,-144
8634,0,0,4,0,-4
8635,0,0,30,0,-30
8636,0,0,67,0,-67
8637,1,1,689,1779,1090
8638,1,1,1744,1232,-512
8639,0,0,51,0,-51
8640,1,1,203,1507,1304
8641,0,0,179,0,-179
8642,1,0,1,0,-1
8643,0,0,4,0,-4
8644,0,0,38,0,-38
8645,1,0,1,0,-1
8646,0,0,13,0,-13
8647,1,0,25,0,-25
8648,1,0,12,0,-12
8649,1,1,1902,1521,-381
8650,1,1,1084,1285,201
8651,1,1,414,1236,822
8652,0,0,3,0,-3
8653,1,0,25,0,-25
8654,0,0,90,0,-90
8655,1,0,84,0,-84
8656,1,1,299,1395,1096
8657,0,0,28,0,-28
8658,1,1,329,1258,929
8659,1,0,80,0,-80
8660,1,1,1201,1903,702
8661,1,1,303,1309,1006
8662,0,0,7,0,-7
8663,0,0,21,0,-21
8664,0,0,34,0,-34
8665,1,0,50,0,-50
8666,1,1,1121,1305,184
8667,0,0,34,0,-34
8668,1,1,91,1391,1300
8669,1,1,226,1415,1189
8670,1,1,137,2315,2178
8671,0,0,45,0,-45
8672,1,0,0,0,0
8673,0,0,1,0,-1
8674,0,0,73,0,-73
8675,1,1,334,1384,1050
8676,1,1,1011,1792,781
8677,0,0,9,0,-9
8678,0,0,9,0,-9
8679,1,0,5,0,-5
8680,0,0,10,0,-10
8681,1,1,335,1715,1380
8682,1,0,109,0,-109
8683,1,0,15,0,-15
8684,1,0,16,0,-16
8685,1,0,103,0,-103
8686,1,0,8,0,-8
8687,1,0,37,0,-37
8688,1,1,31,1408,1377
8689,1,1,279,1577,1298
8690,1,0,12,0,-12
8691,1,1,298,1349,1051
8692,1,0,44,0,-44
8693,1,0,45,0,-45
8694,1,0,5,0,-5
8695,1,1,914,2537,1623
8696,1,1,278,1302,1024
8697,1,1,361,1274,913
8698,0,0,7,0,-7
8699,1,1,959,1488,529
8700,0,0,77,0,-77
8701,1,1,1113,1381,268
8702,1,1,1366,2587,1221
8703,0,0,38,0,-38
8704,0,0,43,0,-43
8705,1,1,57,1550,1493
8706,1,0,21,0,-21
8707,1,1,550,2310,1760
8708,0,0,235,0,-235
8709,0,0,39,0,-39
8710,1,0,17,0,-17
8711,0,0,68,0,-68
8712,0,0,23,0,-23
8713,0,0,51,0,-51
8714,0,0,43,0,-43
8715,1,1,125,1370,1245
8716,0,0,15,0,-15
8717,0,0,24,0,-24
8718,0,0,63,0,-63
8719,0,0,140,0,-140
8720,1,0,43,0,-43
8721,1,1,325,1728,1403
8722,1,0,10,0,-10
8723,1,1,46,1796,1750
8724,0,0,23,0,-23
8725,1,1,473,1357,884
8726,1,0,4,0,-4
8727,1,1,670,1502,832
8728,1,0,32,0,-32
8729,1,1,912,1623,711
8730,1,0,28,0,-28
8731,0,0,16,0,-16
8732,0,0,92,0,-92
8733,0,0,16,0,-16
8734,1,0,3,0,-3
8735,0,0,30,0,-30
8736,1,1,775,1629,854
8737,0,0,60,0,-60
8738,0,0,1,0,-1
8739,1,0,4,0,-4
8740,1,0,1,0,-1
8741,1,1,597,1274,677
8742,1,0,15,0,-15
8743,1,1,814,2059,1245
8744,1,1,277,1387,1110
8745,1,1,654,2656,2002
8746,1,1,184,1217,1033
8747,0,0,231,0,-231
8748,1,0,0,0,0
8749,1,1,1070,1373,303
8750,0,0,9,0,-9
8751,1,0,10,0,-10
8752,0,0,9,0,-9
8753,1,0,1,0,-1
8754,1,0,24,0,-24
8755,1,1,442,1893,1451
8756,0,0,180,0,-180
8757,1,0,32,0,-32
8758,0,0,7,0,-7
8759,0,0,78,0,-78
8760,0,0,36,0,-36
8761,1,1,859,1354,495
8762,0,0,15,0,-15
8763,0,0,0,0,0
8764,1,1,363,1608,1245
8765,0,0,72,0,-72
8766,0,0,63,0,-63
8767,1,0,11,0,-11
8768,0,0,10,0,-10
8769,0,0,44,0,-44
8770,1,0,51,0,-51
8771,1,0,26,0,-26
8772,0,0,7,0,-7
8773,1,1,2876,1466,-1410
8774,0,0,12,0,-12
8775,0,0,62,0,-62
8776,1,0,15,0,-15
8777,1,0,33,0,-33
8778,1,0,8,0,-8
8779,0,0,78,0,-78
8780,0,0,103,0,-103
8781,1,1,182,4883,4701
8782,1,0,12,0,-12
8783,1,0,37,0,-37
8784,0,0,2,0,-2
8785,0,0,51,0,-51
8786,0,0,17,0,-17
8787,0,0,61,0,-61
8788,1,1,411,1263,852
8789,1,0,45,0,-45
8790,1,0,13,0,-13
8791,1,0,23,0,-23
8792,0,0,35,0,-35
8793,1,1,1780,1258,-522
8794,1,1,108,1452,1344
8795,0,0,86,0,-86
8796,1,1,103,1553,1450
8797,0,0,81,0,-81
8798,1,0,45,0,-45
8799,0,0,22,0,-22
8800,0,0,88,0,-88
8801,0,0,13,0,-13
8802,1,1,109,1819,1710
8803,1,0,92,0,-92
8804,0,0,51,0,-51
8805,0,0,6,0,-6
8806,1,0,5,0,-5
8807,0,0,117,0,-117
8808,1,1,479,1487,1008
8809,1,1,1776,1225,-551
8810,0,0,16,0,-16
8811,1,0,63,0,-63
8812,1,0,75,0,-75
8813,1,1,29,1240,1211
8814,1,0,3,0,-3
8815,1,0,2,0,-2
8816,1,0,10,0,-10
8817,0,0,37,0,-37
8818,0,0,65,0,-65
8819,1,1,476,1516,1040
8820,0,0,92,0,-92
8821,1,0,14,0,-14
8822,0,0,1,0,-1
8823,0,0,11,0,-11
8824,1,0,0,0,0
8825,1,1,625,1865,1240
8826,0,0,64,0,-64
8827,0,0,41,0,-41
8828,0,0,6,0,-6
8829,1,0,3,0,-3
8830,1,0,73,0,-73
8831,0,0,14,0,-14
8832,1,1,1106,1593,487
8833,1,0,4,0,-4
8834,0,0,20,0,-20
8835,1,1,508,1292,784
8836,0,0,39,0,-39
8837,1,1,995,1665,670
8838,1,1,1309,1586,277
8839,1,0,16,0,-16
8840,1,1,114,1790,1676
8841,0,0,50,0,-50
8842,1,1,273,1217,944
8843,1,1,578,2688,2110
8844,0,0,79,0,-79
8845,0,0,84,0,-84
8846,1,0,10,0,-10
8847,0,0,5,0,-5
8848,0,0,44,0,-44
8849,1,0,90,0,-90
8850,0,0,62,0,-62
8851,0,0,4,0,-4
8852,0,0,44,0,-44
8853,0,0,18,0,-18
8854,1,1,1128,1326,198
8855,1,0,59,0,-59
8856,1,1,566,1237,671
8857,0,0,13,0,-13
8858,1,0,19,0,-19
8859,1,0,44,0,-44
8860,1,1,329,1435,1106
8861,1,0,131,0,-131
8862,1,1,388,1222,834
8863,0,0,11,0,-11
8864,1,0,69,0,-69
8865,1,0,1,0,-1
8866,0,0,42,0,-42
8867,0,0,140,0,-140
8868,0,0,124,0,-124
8869,1,0,8,0,-8
8870,0,0,39,0,-39
8871,1,0,3,0,-3
8872,0,0,140,0,-140
8873,1,1,1214,2364,1150
8874,1,1,476,1267,791
8875,0,0,139,0,-139
8876,1,1,847,1472,625
8877,0,0,192,0,-192
8878,1,1,263,1436,1173
8879,0,0,31,0,-31
8880,0,0,76,0,-76
8881,1,0,45,0,-45
8882,1,1,78,1535,1457
8883,0,0,43,0,-43
8884,0,0,35,0,-35
8885,1,1,411,1317,906
8886,1,1,67,1469,1402
8887,0,0,54,0,-54
8888,0,0,72,0,-72
8889,0,0,9,0,-9
8890,1,0,31,0,-31
8891,0,0,17,0,-17
8892,0,0,41,0,-41
8893,1,0,72,0,-72
8894,0,0,45,0,-45
8895,1,1,313,1786,1473
8896,1,0,85,0,-85
8897,0,0,7,0,-7
8898,1,0,67,0,-67
8899,1,1,604,1507,903
8900,1,1,148,1616,1468
8901,0,0,39,0,-39
8902,1,0,60,0,-60
8903,0,0,4,0,-4
8904,0,0,16,0,-16
8905,1,0,23,0,-23
8906,1,1,173,1434,1261
8907,1,1,152,1240,1088
8908,1,0,16,0,-16
8909,1,0,28,0,-28
8910,1,0,2,0,-2
8911,1,1,289,1352,1063
8912,1,1,129,1447,1318
8913,0,0,1,0,-1
8914,0,0,52,0,-52
8915,1,1,653,1208,555
8916,1,0,49,0,-49
8917,1,1,85,1572,1487
8918,0,0,123,0,-123
8919,0,0,116,0,-116
8920,1,1,272,1410,1138
8921,0,0,7,0,-7
8922,1,0,219,0,-219
8923,1,1,220,1215,995
8924,0,0,18,0,-18
8925,0,0,31,0,-31
8926,0,0,8,0,-8
8927,0,0,32,0,-32
8928,0,0,20,0,-20
8929,1,0,51,0,-51
8930,1,1,179,1220,1041
8931,0,0,33,0,-33
8932,1,1,1062,1379,317
8933,1,0,67,0,-67
8934,0,0,40,0,-40
8935,1,0,38,0,-38
8936,0,0,4,0,-4
8937,1,1,449,1599,1150
8938,1,1,527,1352,825
8939,1,1,189,1394,1205
8940,0,0,99,0,-99
8941,1,1,861,1262,401
8942,0,0,51,0,-51
8943,0,0,4,0,-4
8944,0,0,6,0,-6
8945,0,0,68,0,-68
8946,1,1,993,1234,241
8947,0,0,76,0,-76
8948,0,0,2,0,-2
8949,0,0,14,0,-14
8950,0,0,69,0,-69
8951,1,0,5,0,-5
8952,1,0,56,0,-56
8953,1,1,1480,1249,-231
8954,1,1,1175,1325,150
8955,0,0,18,0,-18
8956,0,0,23,0,-23
8957,0,0,5,0,-5
8958,0,0,80,0,-80
8959,1,1,220,1209,989
8960,0,0,2,0,-2
8961,1,1,1236,1202,-34
8962,1,0,104,0,-104
8963,1,0,88,0,-88
8964,1,1,128,1513,1385
8965,1,0,53,0,-53
8966,1,0,114,0,-114
8967,1,1,309,1398,1089
8968,0,0,3,0,-3
8969,0,0,29,0,-29
8970,0,0,6,0,-6
8971,0,0,49,0,-49
8972,1,1,584,1848,1264
8973,1,0,14,0,-14
8974,0,0,5,0,-5
8975,0,0,6,0,-6
8976,0,0,18,0,-18
8977,0,0,9,0,-9
8978,1,1,1583,1301,-282
8979,1,1,56,1908,1852
8980,1,0,27,0,-27
8981,1,0,55,0,-55
8982,0,0,37,0,-37
8983,0,0,18,0,-18
8984,1,1,103,1574,1471
8985,1,0,22,0,-22
8986,1,0,3,0,-3
8987,1,0,13,0,-13
8988,1,1,386,1238,852
8989,1,0,69,0,-69
8990,0,0,15,0,-15
8991,0,0,11,0,-11
8992,1,0,74,0,-74
8993,0,0,49,0,-49
8994,0,0,61,0,-61
8995,1,0,44,0,-44
8996,1,1,479,1759,1280
8997,0,0,0,0,0
8998,1,1,777,2448,1671
8999,0,0,80,0,-80
9000,1,0,208,0,-208
9001,1,1,38,1500,1462
9002,1,0,63,0,-63
9003,1,0,26,0,-26
9004,0,0,9,0,-9
9005,1,0,120,0,-120
9006,1,0,29,0,-29
9007,0,0,48,0,-48
9008,1,1,166,2149,1983
9009,0,0,5,0,-5
9010,1,0,141,0,-141
9011,1,0,107,0,-107
9012,1,1,214,1216,1002
9013,1,0,0,0,0
9014,1,1,1070,1974,904
9015,0,0,4,0,-4
9016,1,1,175,1804,1629
9017,1,1,761,1426,665
9018,1,0,157,0,-157
9019,0,0,45,0,-45
9020,1,1,547,1269,722
9021,1,0,188,0,-188
9022,1,1,408,1421,1013
9023,0,0,53,0,-53
9024,1,1,861,1250,389
9025,0,0,27,0,-27
9026,1,1,46,1430,1384
9027,1,1,70,1208,1138
9028,1,0,89,0,-89
9029,1,1,126,1783,1657
9030,0,0,44,0,-44
9031,1,0,52,0,-52
9032,0,0,140,0,-140
9033,0,0,7,0,-7
9034,0,0,127,0,-127
9035,0,0,1,0,-1
9036,0,0,102,0,-102
9037,1,1,289,1568,1279
9038,1,0,2,0,-2
9039,1,0,30,0,-30
9040,1,1,836,1484,648
9041,1,0,2,0,-2
9042,1,0,17,0,-17
9043,1,0,41,0,-41
9044,1,0,0,0,0
9045,1,0,16,0,-16
9046,1,1,1028,1449,421
9047,0,0,7,0,-7
9048,1,0,22,0,-22
9049,1,0,138,0,-138
9050,1,1,342,1586,1244
9051,1,1,83,1614,1531
9052,0,0,38,0,-38
9053,1,1,744,3523,2779
9054,0,0,16,0,-16
9055,1,1,462,1401,939
9056,1,0,25,0,-25
9057,0,0,50,0,-50
9058,0,0,90,0,-90
9059,1,1,353,3116,2763
9060,1,0,109,0,-109
9061,0,0,9,0,-9
9062,1,1,72,1405,1333
9063,1,0,163,0,-163
9064,1,0,5,0,-5
9065,0,0,45,0,-45
9066,0,0,78,0,-78
9067,1,1,166,1327,1161
9068,0,0,51,0,-51
9069,1,0,20,0,-20
9070,0,0,76,0,-76
9071,1,1,252,1679,1427
9072,1,1,1095,1579,484
9073,0,0,86,0,-86
9074,1,0,54,0,-54
9075,0,0,8,0,-8
9076,1,0,66,0,-66
9077,0,0,8,0,-8
9078,0,0,0,0,0
9079,0,0,213,0,-213
9080,1,1,146,1743,1597
9081,1,0,128,0,-128
9082,0,0,45,0,-45
9083,1,0,45,0,-45
9084,1,1,461,1312,851
9085,0,0,12,0,-12
9086,1,1,244,2134,1890
9087,0,0,8,0,-8
9088,0,0,14,0,-14
9089,1,0,24,0,-24
9090,1,0,144,0,-144
9091,1,1,949,1544,595
9092,0,0,24,0,-24
9093,0,0,0,0,0
9094,1,0,23,0,-23
9095,0,0,47,0,-47
9096,1,0,43,0,-43
9097,1,0,62,0,-62
9098,1,0,20,0,-20
9099,0,0,0,0,0
9100,0,0,191,0,-191
9101,0,0,9,0,-9
9102,1,0,6,0,-6
9103,0,0,121,0,-121
9104,0,0,4,0,-4
9105,1,0,26,0,-26
9106,0,0,6,0,-6
9107,0,0,153,0,-153
9108,1,0,87,0,-87
9109,0,0,17,0,-17
9110,1,0,4,0,-4
9111,0,0,64,0,-64
9112,1,0,114,0,-114
9113,0,0,29,0,-29
9114,1,1,870,1411,541
9115,1,1,2320,1205,-1115
9116,0,0,162,0,-162
9117,1,0,73,0,-73
9118,1,1,587,1678,1091
9119,1,1,419,1305,886
9120,0,0,58,0,-58
9121,0,0,34,0,-34
9122,0,0,114,0,-114
9123,1,1,1931,1299,-632
9124,0,0,46,0,-46
9125,0,0,29,0,-29
9126,1,0,19,0,-19
9127,1,0,81,0,-81
9128,0,0,16,0,-16
9129,1,1,703,1505,802
9130,0,0,15,0,-15
9131,1,0,45,0,-45
9132,1,1,178,1568,1390
9133,1,0,191,0,-191
9134,1,1,60,2957,2897
9135,0,0,54,0,-54
9136,0,0,1,0,-1
9137,1,1,1122,1279,157
9138,1,0,41,0,-41
9139,1,0,44,0,-44
9140,1,0,28,0,-28
9141,1,1,1188,1432,244
9142,1,1,34,4095,4061
9143,1,1,899,1698,799
9144,0,0,47,0,-47
9145,0,0,27,0,-27
9146,1,1,536,1635,1099
9147,0,0,51,0,-51
9148,1,1,136,1462,1326
9149,1,0,25,0,-25
9150,0,0,60,0,-60
9151,1,1,571,1612,1041
9152,1,0,27,0,-27
9153,0,0,28,0,-28
9154,1,1,87,2822,2735
9155,1,1,399,1332,933
9156,1,1,160,1370,1210
9157,0,0,10,0,-10
9158,0,0,60,0,-60
9159,1,1,277,1313,1036
9160,0,0,72,0,-72
9161,0,0,91,0,-91
9162,1,1,377,1247,870
9163,0,0,20,0,-20
9164,1,0,60,0,-60
9165,1,1,382,1517,1135
9166,1,0,36,0,-36
9167,1,1,810,1201,391
9168,0,0,162,0,-162
9169,0,0,60,0,-60
9170,0,0,46,0,-46
9171,1,1,649,1325,676
9172,0,0,60,0,-60
9173,1,0,7,0,-7
9174,0,0,0,0,0
9175,1,0,27,0,-27
9176,1,0,1,0,-1
9177,0,0,46,0,-46
9178,0,0,63,0,-63
9179,1,0,15,0,-15
9180,0,0,72,0,-72
9181,0,0,87,0,-87
9182,0,0,53,0,-53
9183,1,1,1387,1878,491
9184,1,1,146,1571,1425
9185,1,1,85,1239,1154
9186,1,0,5,0,-5
9187,1,0,11,0,-11
9188,1,0,56,0,-56
9189,0,0,21,0,-21
9190,0,0,10,0,-10
9191,1,0,33,0,-33
9192,1,0,15,0,-15
9193,0,0,16,0,-16
9194,1,1,1998,1226,-772
9195,0,0,0,0,0
9196,0,0,44,0,-44
9197,1,0,54,0,-54
9198,0,0,11,0,-11
9199,1,1,507,2355,1848
9200,1,0,27,0,-27
9201,0,0,14,0,-14
9202,1,0,46,0,-46
9203,0,0,12,0,-12
9204,0,0,52,0,-52
9205,0,0,37,0,-37
9206,0,0,39,0,-39
9207,0,0,32,0,-32
9208,0,0,35,0,-35
9209,1,0,21,0,-21
9210,1,0,49,0,-49
9211,1,1,164,1372,1208
9212,0,0,94,0,-94
9213,1,0,13,0,-13
9214,1,0,105,0,-105
9215,1,1,94,1452,1358
9216,1,0,99,0,-99
9217,1,0,34,0,-34
9218,1,0,59,0,-59
9219,1,0,24,0,-24
9220,0,0,32,0,-32
9221,1,0,1,0,-1
9222,0,0,42,0,-42
9223,1,0,21,0,-21
9224,0,0,59,0,-59
9225,1,0,45,0,-45
9226,0,0,11,0,-11
9227,1,0,35,0,-35
9228,0,0,12,0,-12
9229,1,0,19,0,-19
9230,0,0,20,0,-20
9231,1,1,270,1372,1102
9232,1,1,194,2033,1839
9233,1,0,114,0,-114
9234,0,0,16,0,-16
9235,1,1,412,1293,881
9236,0,0,4,0,-4
9237,0,0,62,0,-62
9238,1,0,79,0,-79
9239,0,0,60,0,-60
9240,0,0,87,0,-87
9241,0,0,17,0,-17
9242,0,0,40,0,-40
9243,1,0,10,0,-10
9244,1,1,499,1294,795
9245,1,0,49,0,-49
9246,0,0,0,0,0
9247,1,0,9,0,-9
9248,0,0,41,0,-41
9249,0,0,8,0,-8
9250,0,0,26,0,-26
9251,1,1,113,1229,1116
9252,1,0,6,0,-6
9253,1,1,479,1234,755
9254,1,0,81,0,-81
9255,1,0,135,0,-135
9256,0,0,112,0,-112
9257,0,0,39,0,-39
9258,0,0,0,0,0
9259,0,0,23,0,-23
9260,1,1,536,1220,684
9261,1,1,507,1361,854
9262,1,0,7,0,-7
9263,1,0,51,0,-51
9264,1,1,175,2281,2106
9265,0,0,45,0,-45
9266,0,0,192,0,-192
9267,0,0,120,0,-120
9268,1,0,15,0,-15
9269,0,0,235,0,-235
9270,1,1,267,2372,2105
9271,0,0,46,0,-46
9272,0,0,97,0,-97
9273,1,0,15,0,-15
9274,0,0,10,0,-10
9275,0,0,122,0,-122
9276,1,0,47,0,-47
9277,0,0,66,0,-66
9278,0,0,86,0,-86
9279,1,1,590,1484,894
9280,0,0,33,0,-33
9281,0,0,31,0,-31
9282,0,0,17,0,-17
9283,1,0,90,0,-90
9284,1,0,3,0,-3
9285,0,0,107,0,-107
9286,1,0,35,0,-35
9287,1,0,13,0,-13
9288,0,0,9,0,-9
9289,0,0,18,0,-18
9290,1,0,35,0,-35
9291,1,0,57,0,-57
9292,1,1,569,1435,866
9293,1,0,102,0,-102
9294,1,0,45,0,-45
9295,1,1,907,1716,809
9296,1,1,852,2337,1485
9297,1,1,2076,3131,1055
9298,1,0,15,0,-15
9299,1,1,1456,1258,-198
9300,1,1,94,1292,1198
9301,0,0,6,0,-6
9302,1,0,2,0,-2
9303,0,0,38,0,-38
9304,1,0,10,0,-10
9305,1,0,15,0,-15
9306,1,1,144,1481,1337
9307,1,1,1203,2128,925
9308,0,0,28,0,-28
9309,1,0,5,0,-5
9310,1,0,11,0,-11
9311,1,1,863,1369,506
9312,0,0,35,0,-35
9313,1,0,69,0,-69
9314,0,0,191,0,-191
9315,1,0,51,0,-51
9316,0,0,36,0,-36
9317,1,0,85,0,-85
9318,1,0,38,0,-38
9319,1,0,82,0,-82
9320,0,0,28,0,-28
9321,1,0,12,0,-12
9322,1,1,63,1669,1606
9323,0,0,14,0,-14
9324,1,0,59,0,-59
9325,0,0,71,0,-71
9326,0,0,3,0,-3
9327,0,0,39,0,-39
9328,0,0,29,0,-29
9329,1,0,1,0,-1
9330,1,0,45,0,-45
9331,1,1,3083,1304,-1779
9332,1,1,160,2654,2494
9333,1,0,32,0,-32
9334,0,0,83,0,-83
9335,0,0,35,0,-35
9336,1,1,345,1356,1011
9337,1,1,21,1470,1449
9338,0,0,127,0,-127
9339,1,0,126,0,-126
9340,1,1,18,1238,1220
9341,1,1,282,1201,919
9342,1,1,262,1236,974
9343,1,1,839,1446,607
9344,1,0,10,0,-10
9345,1,0,27,0,-27
9346,0,0,15,0,-15
9347,0,0,19,0,-19
9348,1,0,69,0,-69
9349,0,0,108,0,-108
9350,1,1,94,2451,2357
9351,0,0,0,0,0
9352,0,0,14,0,-14
9353,0,0,10,0,-10
9354,1,0,0,0,0
9355,1,0,148,0,-148
9356,1,0,57,0,-57
