ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
13986,0,0,90,0,-90
13987,0,0,46,0,-46
13988,1,1,458,1285,827
13989,1,0,46,0,-46
13990,1,1,1006,1211,205
13991,1,0,55,0,-55
13992,0,0,22,0,-22
13993,1,0,34,0,-34
13994,0,0,34,0,-34
13995,1,0,3,0,-3
13996,0,0,115,0,-115
13997,0,0,37,0,-37
13998,1,0,26,0,-26
13999,0,0,8,0,-8
14000,1,1,1004,1284,280
14001,1,1,180,1221,1041
14002,1,0,7,0,-7
14003,1,1,115,3199,3084
14004,1,0,5,0,-5
14005,1,1,576,1247,671
14006,1,1,1001,1381,380
14007,1,1,224,1200,976
14008,0,0,4,0,-4
14009,1,0,4,0,-4
14010,0,0,22,0,-22
14011,0,0,115,0,-115
14012,1,1,42,1283,1241
14013,1,1,178,1675,1497
14014,0,0,27,0,-27
14015,1,1,81,1590,1509
14016,1,0,18,0,-18
14017,1,0,75,0,-75
14018,0,0,1,0,-1
14019,0,0,88,0,-88
14020,0,0,4,0,-4
14021,1,1,567,1519,952
14022,0,0,64,0,-64
14023,1,0,42,0,-42
14024,0,0,5,0,-5
14025,1,1,273,1284,1011
14026,0,0,26,0,-26
14027,1,1,850,3633,2783
14028,0,0,55,0,-55
14029,1,0,2,0,-2
14030,0,0,22,0,-22
14031,0,0,173,0,-173
14032,0,0,114,0,-114
14033,1,0,13,0,-13
14034,0,0,50,0,-50
14035,1,1,177,1526,1349
14036,0,0,24,0,-24
14037,1,0,5,0,-5
14038,0,0,314,0,-314
14039,1,0,12,0,-12
14040,0,0,15,0,-15
14041,0,0,32,0,-32
14042,1,0,29,0,-29
14043,0,0,2,0,-2
14044,1,1,658,1233,575
14045,0,0,5,0,-5
14046,1,0,51,0,-51
14047,1,1,389,1586,1197
14048,0,0,57,0,-57
14049,1,1,549,1369,820
14050,0,0,2,0,-2
14051,0,0,21,0,-21
14052,0,0,8,0,-8
14053,0,0,19,0,-19
14054,1,0,18,0,-18
14055,1,1,1908,1205,-703
14056,0,0,8,0,-8
14057,1,1,984,1533,549
14058,1,1,507,1504,997
14059,0,0,66,0,-66
14060,0,0,10,0,-10
14061,1,1,294,10059,9765
14062,1,1,458,1282,824
14063,0,0,34,0,-34
14064,1,0,17,0,-17
14065,0,0,99,0,-99
14066,1,0,195,0,-195
14067,0,0,57,0,-57
14068,0,0,6,0,-6
14069,1,0,33,0,-33
14070,1,0,141,0,-141
14071,1,1,385,1390,1005
14072,1,1,492,1272,780
14073,0,0,1,0,-1
14074,1,1,521,1268,747
14075,1,1,658,1213,555
14076,1,0,26,0,-26
14077,0,0,89,0,-89
14078,1,0,20,0,-20
14079,1,1,132,1501,1369
14080,0,0,89,0,-89
14081,0,0,28,0,-28
14082,1,1,175,1226,1051
14083,0,0,29,0,-29
14084,1,1,264,1757,1493
14085,1,0,84,0,-84
14086,1,1,1125,1896,771
14087,1,0,14,0,-14
14088,1,0,35,0,-35
14089,0,0,57,0,-57
14090,0,0,1,0,-1
14091,0,0,56,0,-56
14092,1,1,578,1784,1206
14093,1,0,9,0,-9
14094,1,1,573,1207,634
14095,1,1,120,1229,1109
14096,0,0,10,0,-10
14097,1,1,636,1771,1135
14098,0,0,97,0,-97
14099,1,1,486,1394,908
14100,1,1,1253,3727,2474
14101,1,0,13,0,-13
14102,1,1,414,1949,1535
14103,0,0,47,0,-47
14104,1,0,91,0,-91
14105,1,0,123,0,-123
14106,1,0,99,0,-99
14107,1,1,106,1248,1142
14108,1,1,460,1380,920
14109,0,0,66,0,-66
14110,1,0,241,0,-241
14111,1,0,57,0,-57
14112,1,0,38,0,-38
14113,1,0,104,0,-104
14114,1,0,181,0,-181
14115,1,0,68,0,-68
14116,1,0,32,0,-32
14117,0,0,18,0,-18
14118,1,1,991,1204,213
14119,0,0,34,0,-34
14120,1,1,696,1377,681
14121,0,0,104,0,-104
14122,1,1,380,1309,929
14123,0,0,32,0,-32
14124,1,1,358,1427,1069
14125,1,1,1241,1480,239
14126,0,0,55,0,-55
14127,0,0,78,0,-78
14128,1,1,121,1634,1513
14129,0,0,58,0,-58
14130,0,0,52,0,-52
14131,1,1,637,1304,667
14132,1,1,52,1371,1319
14133,0,0,103,0,-103
14134,1,0,144,0,-144
14135,1,1,276,1744,1468
14136,1,1,471,1249,778
14137,1,0,69,0,-69
14138,0,0,188,0,-188
14139,0,0,58,0,-58
14140,1,1,287,1706,1419
14141,0,0,122,0,-122
14142,0,0,49,0,-49
14143,1,0,3,0,-3
14144,0,0,38,0,-38
14145,0,0,51,0,-51
14146,1,1,1684,1280,-404
14147,0,0,51,0,-51
14148,1,0,11,0,-11
14149,1,0,97,0,-97
14150,1,1,144,1338,1194
14151,1,0,182,0,-182
14152,0,0,38,0,-38
14153,1,1,391,1995,1604
14154,1,1,868,1355,487
14155,1,1,150,1490,1340
14156,1,1,261,1281,1020
14157,0,0,5,0,-5
14158,0,0,12,0,-12
14159,0,0,21,0,-21
14160,1,1,302,1389,1087
14161,0,0,209,0,-209
14162,0,0,22,0,-22
14163,0,0,80,0,-80
14164,1,1,344,1275,931
14165,1,0,57,0,-57
14166,1,0,63,0,-63
14167,1,0,13,0,-13
14168,1,1,354,1207,853
14169,1,0,45,0,-45
14170,1,0,58,0,-58
14171,0,0,13,0,-13
14172,1,0,178,0,-178
14173,1,0,56,0,-56
14174,1,1,134,1419,1285
14175,1,1,139,1477,1338
14176,1,1,618,1476,858
14177,0,0,68,0,-68
14178,1,1,176,1316,1140
14179,0,0,133,0,-133
14180,0,0,55,0,-55
14181,0,0,137,0,-137
14182,1,1,393,1514,1121
14183,0,0,1,0,-1
14184,0,0,52,0,-52
14185,0,0,35,0,-35
14186,0,0,151,0,-151
14187,1,0,17,0,-17
14188,1,1,398,1921,1523
14189,1,1,240,1426,1186
14190,1,1,165,2414,2249
14191,0,0,26,0,-26
14192,1,0,38,0,-38
14193,1,1,862,1379,517
14194,1,0,20,0,-20
14195,1,0,12,0,-12
14196,1,1,169,1327,1158
14197,1,1,1075,1402,327
14198,0,0,5,0,-5
14199,1,1,267,1321,1054
14200,0,0,3,0,-3
14201,1,0,115,0,-115
14202,1,1,1092,1294,202
14203,1,1,169,1236,1067
14204,1,1,63,1955,1892
14205,0,0,11,0,-11
14206,1,0,20,0,-20
14207,1,1,454,1224,770
14208,0,0,270,0,-270
14209,1,1,77,1597,1520
14210,1,0,102,0,-102
14211,0,0,30,0,-30
14212,1,1,50,2904,2854
14213,0,0,31,0,-31
14214,1,0,220,0,-220
14215,1,1,127,1239,1112
14216,1,0,56,0,-56
14217,1,0,31,0,-31
14218,1,0,4,0,-4
14219,1,0,59,0,-59
14220,0,0,47,0,-47
14221,0,0,113,0,-113
14222,1,0,74,0,-74
14223,1,1,836,2008,1172
14224,0,0,16,0,-16
14225,1,0,17,0,-17
14226,1,1,105,1267,1162
14227,1,1,1261,1787,526
14228,0,0,39,0,-39
14229,0,0,165,0,-165
14230,0,0,97,0,-97
14231,1,0,4,0,-4
14232,1,1,380,1590,1210
14233,0,0,19,0,-19
14234,1,0,0,0,0
14235,1,1,76,2359,2283
14236,1,0,2,0,-2
14237,0,0,13,0,-13
14238,1,0,12,0,-12
14239,1,1,1571,1495,-76
14240,1,0,79,0,-79
14241,1,1,273,1347,1074
14242,0,0,28,0,-28
14243,1,0,0,0,0
14244,0,0,145,0,-145
14245,1,1,485,1206,721
14246,1,1,1087,1652,565
14247,1,1,191,1295,1104
14248,0,0,14,0,-14
14249,0,0,17,0,-17
14250,1,1,639,1347,708
14251,0,0,6,0,-6
14252,0,0,27,0,-27
14253,0,0,38,0,-38
14254,1,0,9,0,-9
14255,1,0,1,0,-1
14256,1,0,58,0,-58
14257,0,0,57,0,-57
14258,0,0,6,0,-6
14259,1,0,50,0,-50
14260,0,0,62,0,-62
14261,1,0,148,0,-148
14262,1,1,155,1244,1089
14263,1,0,12,0,-12
14264,1,0,99,0,-99
14265,1,0,19,0,-19
14266,1,1,426,1376,950
14267,0,0,64,0,-64
14268,1,1,351,1429,1078
14269,1,1,169,1419,1250
14270,1,0,20,0,-20
14271,1,0,75,0,-75
14272,1,1,675,1368,693
14273,0,0,70,0,-70
14274,0,0,183,0,-183
14275,1,1,475,1856,1381
14276,1,1,1250,2167,917
14277,1,1,83,2524,2441
14278,1,1,423,1652,1229
14279,1,0,6,0,-6
14280,0,0,18,0,-18
14281,1,1,185,1468,1283
14282,1,0,9,0,-9
14283,1,0,74,0,-74
14284,1,1,31,1244,1213
14285,0,0,24,0,-24
14286,0,0,15,0,-15
14287,1,0,95,0,-95
14288,1,1,691,1377,686
14289,1,1,1205,1262,57
14290,1,1,1626,3357,1731
14291,1,1,424,1490,1066
14292,0,0,38,0,-38
14293,1,1,656,2168,1512
14294,1,1,693,1926,1233
14295,0,0,115,0,-115
14296,1,0,51,0,-51
14297,1,1,927,1648,721
14298,0,0,43,0,-43
14299,1,0,37,0,-37
14300,1,0,5,0,-5
14301,0,0,106,0,-106
14302,1,1,1327,2252,925
14303,1,0,8,0,-8
14304,1,0,54,0,-54
14305,1,0,159,0,-159
14306,0,0,166,0,-166
14307,1,1,106,1991,1885
14308,0,0,2,0,-2
14309,1,0,38,0,-38
14310,1,1,846,1406,560
14311,0,0,5,0,-5
14312,0,0,76,0,-76
14313,0,0,81,0,-81
14314,1,1,874,1218,344
14315,0,0,56,0,-56
14316,1,0,184,0,-184
14317,1,1,898,2240,1342
14318,0,0,24,0,-24
14319,0,0,29,0,-29
14320,1,0,64,0,-64
14321,0,0,30,0,-30
14322,1,0,12,0,-12
14323,1,1,275,1613,1338
14324,1,0,81,0,-81
14325,1,0,48,0,-48
14326,0,0,110,0,-110
14327,0,0,15,0,-15
14328,0,0,4,0,-4
14329,1,0,67,0,-67
14330,1,0,22,0,-22
14331,1,1,126,1318,1192
14332,0,0,7,0,-7
14333,1,0,78,0,-78
14334,1,0,69,0,-69
14335,0,0,66,0,-66
14336,0,0,22,0,-22
14337,1,1,1099,1507,408
14338,0,0,102,0,-102
14339,0,0,33,0,-33
14340,0,0,138,0,-138
14341,1,1,447,2160,1713
14342,0,0,5,0,-5
14343,1,1,383,3101,2718
14344,1,0,60,0,-60
14345,0,0,78,0,-78
14346,1,0,24,0,-24
14347,1,1,399,1515,1116
14348,1,1,1838,1403,-435
14349,1,1,123,2062,1939
14350,0,0,41,0,-41
14351,1,1,798,1236,438
14352,0,0,80,0,-80
14353,1,1,782,2000,1218
14354,1,1,176,4383,4207
14355,0,0,10,0,-10
14356,1,0,57,0,-57
14357,1,0,152,0,-152
14358,1,0,5,0,-5
14359,1,1,130,1497,1367
14360,1,1,754,1510,756
14361,0,0,5,0,-5
14362,1,1,92,1831,1739
14363,0,0,20,0,-20
14364,1,0,56,0,-56
14365,0,0,4,0,-4
14366,0,0,36,0,-36
14367,0,0,36,0,-36
14368,0,0,45,0,-45
14369,0,0,139,0,-139
14370,0,0,37,0,-37
14371,1,0,32,0,-32
14372,1,0,54,0,-54
14373,1,1,244,1247,1003
14374,1,1,29,1321,1292
14375,1,0,18,0,-18
14376,1,1,478,1310,832
14377,1,1,229,1303,1074
14378,1,1,1172,1300,128
14379,1,0,6,0,-6
14380,1,0,31,0,-31
14381,1,0,9,0,-9
14382,0,0,24,0,-24
14383,1,1,1447,1393,-54
14384,0,0,95,0,-95
14385,0,0,82,0,-82
14386,0,0,137,0,-137
14387,0,0,38,0,-38
14388,1,0,27,0,-27
14389,1,1,1136,1622,486
14390,1,0,53,0,-53
14391,0,0,210,0,-210
14392,0,0,19,0,-19
14393,1,1,249,1609,1360
14394,1,1,425,1238,813
14395,1,1,282,1213,931
14396,0,0,17,0,-17
14397,0,0,151,0,-151
14398,1,0,81,0,-81
14399,1,0,0,0,0
14400,1,0,104,0,-104
14401,1,1,1262,1269,7
14402,1,0,95,0,-95
14403,1,0,39,0,-39
14404,0,0,33,0,-33
14405,1,1,392,1210,818
14406,1,0,52,0,-52
14407,0,0,43,0,-43
14408,1,0,300,0,-300
14409,1,1,481,5852,5371
14410,1,0,14,0,-14
14411,0,0,13,0,-13
14412,0,0,28,0,-28
14413,1,0,56,0,-56
14414,1,0,35,0,-35
14415,1,0,53,0,-53
14416,1,1,697,1293,596
14417,0,0,28,0,-28
14418,1,0,11,0,-11
14419,0,0,63,0,-63
14420,0,0,6,0,-6
14421,1,0,9,0,-9
14422,1,1,110,1382,1272
14423,1,0,58,0,-58
14424,1,1,410,1260,850
14425,1,1,736,1933,1197
14426,1,1,1067,1214,147
14427,1,1,709,1755,1046
14428,1,0,30,0,-30
14429,1,0,54,0,-54
14430,1,1,662,1358,696
14431,0,0,13,0,-13
14432,1,1,124,1219,1095
14433,1,1,216,1618,1402
14434,1,0,100,0,-100
14435,0,0,46,0,-46
14436,0,0,12,0,-12
14437,1,1,52,1249,1197
14438,0,0,61,0,-61
14439,1,0,4,0,-4
14440,1,0,66,0,-66
14441,1,0,50,0,-50
14442,1,1,882,1533,651
14443,1,0,13,0,-13
14444,1,0,104,0,-104
14445,1,1,523,1269,746
14446,1,0,14,0,-14
14447,1,1,307,1830,1523
14448,1,0,94,0,-94
14449,0,0,0,0,0
14450,0,0,1,0,-1
14451,1,1,113,1436,1323
14452,0,0,0,0,0
14453,0,0,0,0,0
14454,0,0,24,0,-24
14455,0,0,9,0,-9
14456,1,1,1078,1285,207
14457,0,0,13,0,-13
14458,0,0,23,0,-23
14459,1,1,418,1654,1236
14460,1,0,50,0,-50
14461,1,1,260,1526,1266
14462,1,0,145,0,-145
14463,0,0,0,0,0
14464,0,0,0,0,0
14465,0,0,29,0,-29
14466,1,1,344,1468,1124
14467,1,0,45,0,-45
14468,1,1,90,1450,1360
14469,1,0,21,0,-21
14470,1,0,13,0,-13
14471,0,0,6,0,-6
14472,0,0,61,0,-61
14473,1,1,855,1354,499
14474,1,0,57,0,-57
14475,1,0,127,0,-127
14476,0,0,171,0,-171
14477,1,1,1684,1612,-72
14478,1,0,135,0,-135
14479,1,1,143,2330,2187
14480,0,0,11,0,-11
14481,1,0,28,0,-28
14482,0,0,4,0,-4
14483,0,0,1,0,-1
14484,0,0,80,0,-80
14485,1,0,237,0,-237
14486,1,1,337,1370,1033
14487,1,1,442,1797,1355
14488,1,0,150,0,-150
14489,0,0,39,0,-39
14490,1,1,638,1340,702
14491,1,1,815,1573,758
14492,1,0,87,0,-87
14493,1,0,33,0,-33
14494,1,0,21,0,-21
14495,0,0,1,0,-1
14496,1,0,47,0,-47
14497,0,0,62,0,-62
14498,1,1,578,1201,623
14499,1,1,243,1353,1110
14500,0,0,42,0,-42
14501,0,0,90,0,-90
14502,0,0,59,0,-59
14503,1,1,489,1939,1450
14504,1,1,394,2336,1942
14505,1,1,40,1585,1545
14506,1,0,64,0,-64
14507,0,0,29,0,-29
14508,1,0,47,0,-47
14509,0,0,14,0,-14
14510,1,0,25,0,-25
14511,1,1,548,2280,1732
14512,0,0,9,0,-9
14513,1,0,21,0,-21
14514,1,0,12,0,-12
14515,0,0,24,0,-24
14516,0,0,5,0,-5
14517,0,0,23,0,-23
14518,0,0,64,0,-64
14519,1,1,1325,1938,613
14520,1,0,8,0,-8
14521,0,0,66,0,-66
14522,0,0,3,0,-3
14523,1,0,13,0,-13
14524,1,1,213,1318,1105
14525,0,0,83,0,-83
14526,1,1,222,1750,1528
14527,0,0,84,0,-84
14528,1,0,57,0,-57
14529,1,0,33,0,-33
14530,0,0,9,0,-9
14531,0,0,18,0,-18
14532,1,0,28,0,-28
14533,0,0,12,0,-12
14534,1,1,1490,1283,-207
14535,1,1,92,1348,1256
14536,0,0,15,0,-15
14537,1,1,630,1360,730
14538,1,1,241,2688,2447
14539,0,0,8,0,-8
14540,0,0,64,0,-64
14541,0,0,37,0,-37
14542,1,1,272,1615,1343
14543,0,0,74,0,-74
14544,1,1,668,1645,977
14545,0,0,169,0,-169
14546,0,0,16,0,-16
14547,0,0,23,0,-23
14548,1,0,26,0,-26
14549,0,0,50,0,-50
14550,1,0,6,0,-6
14551,1,1,87,1392,1305
14552,1,1,185,1439,1254
14553,1,0,20,0,-20
14554,0,0,146,0,-146
14555,0,0,59,0,-59
14556,1,0,82,0,-82
14557,0,0,80,0,-80
14558,1,0,46,0,-46
14559,1,1,224,1304,1080
14560,0,0,1,0,-1
14561,1,1,569,1297,728
14562,1,1,277,3286,3009
14563,0,0,5,0,-5
14564,1,1,171,1222,1051
14565,1,0,38,0,-38
14566,1,1,142,1253,1111
14567,1,1,219,1348,1129
14568,1,0,10,0,-10
14569,1,1,84,1221,1137
14570,0,0,109,0,-109
14571,1,1,590,1215,625
14572,1,0,1,0,-1
14573,0,0,2,0,-2
14574,1,0,21,0,-21
14575,1,1,279,1495,1216
14576,1,1,1517,2077,560
14577,1,0,46,0,-46
14578,1,1,177,3046,2869
14579,0,0,49,0,-49
14580,0,0,20,0,-20
14581,1,1,890,1697,807
14582,1,1,72,1822,1750
14583,1,0,6,0,-6
14584,0,0,58,0,-58
14585,1,0,5,0,-5
14586,0,0,32,0,-32
14587,1,1,142,1416,1274
14588,1,1,271,2688,2417
14589,1,1,254,1423,1169
14590,1,1,114,1249,1135
14591,1,1,1396,1507,111
14592,0,0,70,0,-70
14593,1,0,45,0,-45
14594,0,0,86,0,-86
14595,1,0,10,0,-10
14596,1,0,15,0,-15
14597,0,0,224,0,-224
14598,0,0,107,0,-107
14599,1,0,133,0,-133
14600,1,1,669,1603,934
14601,1,0,6,0,-6
14602,0,0,8,0,-8
14603,1,0,8,0,-8
14604,0,0,15,0,-15
14605,1,1,235,1745,1510
14606,1,0,51,0,-51
14607,1,1,316,1415,1099
14608,0,0,145,0,-145
14609,1,1,72,1389,1317
14610,1,1,1600,1216,-384
14611,1,0,56,0,-56
14612,1,0,24,0,-24
14613,1,1,438,1235,797
14614,1,1,320,1499,1179
14615,1,1,1614,2210,596
14616,1,1,1038,1216,178
14617,1,1,372,1709,1337
14618,1,0,30,0,-30
14619,0,0,30,0,-30
14620,1,1,593,3675,3082
14621,1,1,195,1291,1096
14622,1,0,57,0,-57
14623,1,1,673,1331,658
14624,0,0,121,0,-121
14625,1,0,13,0,-13
14626,0,0,27,0,-27
14627,1,1,849,1286,437
14628,0,0,13,0,-13
14629,0,0,13,0,-13
14630,1,0,115,0,-115
14631,1,0,50,0,-50
14632,0,0,16,0,-16
14633,0,0,46,0,-46
14634,1,1,1403,1520,117
14635,1,1,206,1680,1474
14636,1,1,647,1238,591
14637,1,1,147,1363,1216
14638,1,0,21,0,-21
14639,0,0,77,0,-77
14640,0,0,132,0,-132
14641,0,0,98,0,-98
14642,1,0,16,0,-16
14643,0,0,54,0,-54
14644,1,1,318,1334,1016
14645,0,0,18,0,-18
14646,0,0,101,0,-101
14647,0,0,70,0,-70
14648,0,0,10,0,-10
14649,1,1,1490,1524,34
14650,1,1,698,1452,754
14651,1,1,297,1975,1678
14652,0,0,30,0,-30
14653,1,1,1159,1332,173
14654,1,0,58,0,-58
14655,1,0,83,0,-83
14656,1,1,301,1351,1050
14657,0,0,63,0,-63
14658,1,0,42,0,-42
14659,1,0,30,0,-30
14660,1,0,17,0,-17
14661,0,0,9,0,-9
14662,0,0,1,0,-1
14663,1,0,15,0,-15
14664,1,0,172,0,-172
14665,0,0,12,0,-12
14666,1,1,153,1586,1433
14667,1,1,116,1470,1354
14668,1,1,580,1236,656
14669,0,0,141,0,-141
14670,0,0,47,0,-47
14671,0,0,1,0,-1
14672,1,0,20,0,-20
14673,0,0,16,0,-16
14674,0,0,38,0,-38
14675,1,1,422,2557,2135
14676,1,1,393,1507,1114
14677,1,0,38,0,-38
14678,1,1,399,1582,1183
14679,0,0,0,0,0
14680,1,1,1772,1385,-387
14681,1,1,840,2697,1857
14682,1,0,17,0,-17
14683,1,1,455,2495,2040
14684,0,0,5,0,-5
14685,1,1,536,1428,892
14686,0,0,10,0,-10
14687,0,0,49,0,-49
14688,0,0,86,0,-86
14689,1,0,41,0,-41
14690,1,0,46,0,-46
14691,0,0,14,0,-14
14692,0,0,40,0,-40
14693,1,0,17,0,-17
14694,1,0,7,0,-7
14695,1,1,150,1221,1071
14696,1,1,487,1299,812
14697,1,1,242,1403,1161
14698,1,0,20,0,-20
14699,1,0,162,0,-162
14700,0,0,277,0,-277
14701,1,0,3,0,-3
14702,0,0,126,0,-126
14703,0,0,12,0,-12
14704,0,0,54,0,-54
14705,0,0,14,0,-14
14706,1,1,319,1499,1180
14707,1,1,326,1581,1255
14708,1,1,1111,1279,168
14709,0,0,84,0,-84
14710,0,0,30,0,-30
14711,1,0,15,0,-15
14712,0,0,37,0,-37
14713,1,1,723,1275,552
14714,1,0,14,0,-14
14715,1,0,59,0,-59
14716,1,0,1,0,-1
14717,1,1,291,1537,1246
14718,0,0,14,0,-14
14719,1,1,452,1242,790
14720,1,0,7,0,-7
14721,0,0,33,0,-33
14722,1,1,494,1461,967
14723,1,1,113,1490,1377
14724,1,0,3,0,-3
14725,0,0,58,0,-58
14726,0,0,268,0,-268
14727,0,0,41,0,-41
14728,1,1,284,1254,970
14729,1,1,116,1415,1299
14730,1,1,1011,1235,224
14731,0,0,96,0,-96
14732,1,0,0,0,0
14733,1,1,730,1297,567
14734,0,0,56,0,-56
14735,0,0,26,0,-26
14736,1,0,8,0,-8
14737,1,1,85,2195,2110
14738,0,0,43,0,-43
14739,1,1,2362,1525,-837
14740,1,0,39,0,-39
14741,1,0,10,0,-10
14742,1,1,1247,1530,283
14743,0,0,137,0,-137
14744,1,1,181,1217,1036
14745,1,0,6,0,-6
14746,0,0,46,0,-46
14747,1,0,86,0,-86
14748,0,0,16,0,-16
14749,0,0,50,0,-50
14750,0,0,56,0,-56
14751,1,1,852,3191,2339
14752,1,1,413,1228,815
14753,1,0,32,0,-32
14754,1,1,766,1376,610
14755,1,0,21,0,-21
14756,0,0,41,0,-41
14757,1,1,146,1496,1350
14758,0,0,83,0,-83
14759,1,1,300,1656,1356
14760,1,1,725,1758,1033
14761,1,0,53,0,-53
14762,0,0,143,0,-143
14763,1,1,316,1463,1147
14764,1,1,164,1314,1150
14765,0,0,20,0,-20
14766,0,0,14,0,-14
14767,1,1,159,1474,1315
14768,1,0,4,0,-4
14769,1,0,74,0,-74
14770,0,0,58,0,-58
14771,1,0,8,0,-8
14772,0,0,0,0,0
14773,0,0,63,0,-63
14774,1,1,243,1261,1018
14775,0,0,75,0,-75
14776,1,1,394,1331,937
14777,0,0,58,0,-58
14778,1,1,741,1423,682
14779,1,1,126,1576,1450
14780,1,0,25,0,-25
14781,1,1,199,1201,1002
14782,1,0,118,0,-118
14783,1,1,303,1410,1107
14784,0,0,26,0,-26
14785,1,1,323,1614,1291
14786,0,0,3,0,-3
14787,0,0,163,0,-163
14788,0,0,9,0,-9
14789,1,1,341,2953,2612
14790,0,0,14,0,-14
14791,1,1,117,2345,2228
14792,0,0,26,0,-26
14793,1,1,541,1234,693
14794,0,0,55,0,-55
14795,0,0,32,0,-32
14796,1,0,11,0,-11
14797,0,0,134,0,-134
14798,1,1,658,1888,1230
14799,0,0,16,0,-16
14800,1,0,129,0,-129
14801,0,0,129,0,-129
14802,0,0,20,0,-20
14803,0,0,17,0,-17
14804,0,0,58,0,-58
14805,0,0,2,0,-2
14806,0,0,12,0,-12
14807,1,0,117,0,-117
14808,1,0,48,0,-48
14809,0,0,200,0,-200
14810,1,1,683,1263,580
14811,1,1,712,1482,770
14812,0,0,17,0,-17
14813,0,0,8,0,-8
14814,1,1,734,1202,468
14815,1,1,272,2419,2147
14816,1,0,74,0,-74
14817,1,1,549,1226,677
14818,1,1,334,1340,1006
14819,0,0,23,0,-23
14820,0,0,80,0,-80
14821,0,0,7,0,-7
14822,0,0,95,0,-95
14823,0,0,70,0,-70
14824,0,0,31,0,-31
14825,1,0,25,0,-25
14826,1,0,48,0,-48
14827,1,0,61,0,-61
14828,1,0,56,0,-56
14829,1,1,446,1811,1365
14830,0,0,97,0,-97
14831,1,1,748,1354,606
14832,1,1,1315,1218,-97
14833,0,0,40,0,-40
14834,1,0,145,0,-145
14835,0,0,33,0,-33
14836,1,0,28,0,-28
14837,1,1,156,1342,1186
14838,1,1,105,1598,1493
14839,1,1,641,2012,1371
14840,0,0,4,0,-4
14841,1,0,9,0,-9
14842,1,0,38,0,-38
14843,1,1,157,1411,1254
14844,0,0,107,0,-107
14845,0,0,101,0,-101
14846,1,1,180,1200,1020
14847,1,0,1,0,-1
14848,0,0,106,0,-106
14849,1,0,71,0,-71
14850,0,0,22,0,-22
14851,0,0,51,0,-51
14852,0,0,90,0,-90
14853,1,0,35,0,-35
14854,1,0,67,0,-67
14855,1,1,185,1227,1042
14856,0,0,56,0,-56
14857,1,1,133,1334,1201
14858,1,0,39,0,-39
14859,0,0,25,0,-25
14860,0,0,95,0,-95
14861,1,1,207,2224,2017
14862,1,1,1304,1309,5
14863,1,1,628,2082,1454
14864,1,0,19,0,-19
14865,0,0,65,0,-65
14866,0,0,6,0,-6
14867,1,0,30,0,-30
14868,1,1,176,1271,1095
14869,0,0,3,0,-3
14870,1,0,30,0,-30
14871,0,0,37,0,-37
14872,1,0,6,0,-6
14873,1,0,72,0,-72
14874,1,1,59,1311,1252
14875,0,0,61,0,-61
14876,0,0,31,0,-31
14877,1,1,76,1401,1325
14878,0,0,107,0,-107
14879,1,1,1378,1824,446
14880,1,1,580,1275,695
14881,0,0,50,0,-50
14882,1,0,75,0,-75
14883,0,0,11,0,-11
14884,1,1,655,2848,2193
14885,0,0,11,0,-11
14886,0,0,46,0,-46
14887,1,0,62,0,-62
14888,0,0,8,0,-8
14889,0,0,135,0,-135
14890,1,1,220,1415,1195
14891,1,1,68,1474,1406
14892,1,0,160,0,-160
14893,0,0,27,0,-27
14894,0,0,171,0,-171
14895,1,1,9,1332,1323
14896,1,0,53,0,-53
14897,1,0,59,0,-59
14898,1,0,53,0,-53
14899,0,0,103,0,-103
14900,1,1,447,1226,779
14901,0,0,10,0,-10
14902,1,0,26,0,-26
14903,0,0,29,0,-29
14904,0,0,27,0,-27
14905,1,0,23,0,-23
14906,0,0,18,0,-18
14907,0,0,54,0,-54
14908,1,1,382,1313,931
14909,1,0,5,0,-5
14910,0,0,72,0,-72
14911,0,0,18,0,-18
14912,0,0,8,0,-8
14913,0,0,64,0,-64
14914,1,0,121,0,-121
14915,0,0,61,0,-61
14916,1,0,109,0,-109
14917,1,1,146,1835,1689
14918,1,1,190,1875,1685
14919,0,0,36,0,-36
14920,0,0,0,0,0
14921,1,0,15,0,-15
14922,1,1,589,1783,1194
14923,1,1,522,1441,919
14924,0,0,34,0,-34
14925,1,1,543,1713,1170
14926,0,0,21,0,-21
14927,1,0,155,0,-155
14928,1,0,20,0,-20
14929,0,0,42,0,-42
14930,1,1,148,1223,1075
14931,0,0,8,0,-8
14932,1,0,49,0,-49
14933,0,0,9,0,-9
14934,0,0,38,0,-38
14935,0,0,47,0,-47
14936,1,1,113,1650,1537
14937,0,0,9,0,-9
14938,0,0,73,0,-73
14939,0,0,76,0,-76
14940,1,1,172,2557,2385
14941,1,0,4,0,-4
14942,0,0,62,0,-62
14943,1,1,812,1803,991
14944,1,1,438,1295,857
14945,1,0,2,0,-2
14946,0,0,17,0,-17
14947,1,1,29,2156,2127
14948,1,1,69,1924,1855
14949,1,1,1672,1532,-140
14950,0,0,3,0,-3
14951,1,0,114,0,-114
14952,0,0,25,0,-25
14953,1,0,44,0,-44
14954,1,1,177,2129,1952
14955,1,1,659,1242,583
14956,0,0,85,0,-85
14957,0,0,15,0,-15
14958,1,1,377,1425,1048
14959,1,1,417,1723,1306
14960,0,0,4,0,-4
14961,1,1,496,1287,791
14962,1,0,37,0,-37
14963,0,0,42,0,-42
14964,1,0,121,0,-121
14965,1,1,1799,1430,-369
